"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Malden",2010,47659564,0,8829765,3651680,2170654,62311663,53574826,0,9925670,4104908,2440065,70045469,76.49,0,14.17,5.86,3.48
"Malden",2011,48295593,0,9819730,4097228,2656102,64868653,52628560,0,10700733,4464822,2894401,70688517,74.45,0,15.14,6.32,4.09
"Malden",2012,50050359,0,10194865,4156279,2820460,67221963,53434950,0,10884280,4437342,3011190,71767762,74.46,0,15.17,6.18,4.2
"Malden",2013,51790037,0,10542341,4242190,3410667,69985235,54494065,0,11092771,4463680,3588743,73639259,74,0,15.06,6.06,4.87
"Malden",2014,54435185,0,10415131,4271430,3527840,72649586,56363006,0,10783983,4422703,3652778,75222469,74.93,0,14.34,5.88,4.86
"Malden",2015,58417237,0,10106350,4042718,3318964,75885269,60414372,0,10451860,4180928,3432431,78479591,76.98,0,13.32,5.33,4.37
"Malden",2016,61257965,0,10109072,4307139,3368565,79042741,71500247,0,11799301,5027289,3931786,92258623,77.5,0,12.79,5.45,4.26
"Malden",2017,65496441,0,10029861,4253145,3195003,82974450,65496441,0,10029861,4253145,3195003,82974450,78.94,0,12.09,5.13,3.85
"Manchester By The Sea",2014,21035601,0,997538,70200,489178,22592517,21780576,0,1032866,72686,506502,23392630,93.11,0,4.42,0.31,2.17
"Manchester By The Sea",2015,21977234,0,1035321,72814,528439,23613808,22728579,0,1070716,75303,546505,24421103,93.07,0,4.38,0.31,2.24
"Manchester By The Sea",2016,23196862,0,1041156,74234,547155,24859407,27075359,0,1215236,86646,638639,29015880,93.31,0,4.19,0.3,2.2
"Manchester By The Sea",2017,24188262,0,1055009,76789,576718,25896778,24188262,0,1055009,76789,576718,25896778,93.4,0,4.07,0.3,2.23
"Mansfield",2003,25134130,0,1857905,5205428,902970,33100433,33483032,0,2475053,6934535,1202913,44095533,75.93,0,5.61,15.73,2.73
"Mansfield",2004,25926825,0,1906142,5391251,1344419,34568637,33643109,0,2473444,6995783,1744542,44856878,75,0,5.51,15.6,3.89
"Mansfield",2005,28634787,0,2117901,4908041,828338,36489067,35939370,0,2658166,6160056,1039643,45797236,78.47,0,5.8,13.45,2.27
"Mansfield",2006,29780893,0,2219592,4964264,1011824,37976573,36209784,0,2698742,6035915,1230249,46174690,78.42,0,5.84,13.07,2.66
"Mansfield",2007,30529720,0,2355420,5102817,1294289,39282246,36092277,0,2784581,6032557,1530110,46439526,77.72,0,6,12.99,3.29
"Mansfield",2008,31601205,0,2868861,5362275,1344226,41176567,35977610,0,3266165,6104889,1530386,46879050,76.75,0,6.97,13.02,3.26
"Mansfield",2009,32174506,0,3277185,5936138,1628097,43015926,36761094,0,3744359,6782355,1860188,49147997,74.8,0,7.62,13.8,3.78
"Mansfield",2010,33159979,0,3689972,6556514,1820695,45227160,37275627,0,4147953,7370275,2046670,50840525,73.32,0,8.16,14.5,4.03
"Mansfield",2011,33736288,0,4444866,6420277,2043635,46645066,36763029,0,4843649,6996289,2226985,50829952,72.33,0,9.53,13.76,4.38
"Mansfield",2012,33552587,0,4715083,6357741,2458909,47084320,35821538,0,5033934,6787675,2625190,50268337,71.26,0,10.01,13.5,5.22
"Mansfield",2013,34709072,0,4962974,6696965,2950464,49319475,36521280,0,5222098,7046623,3104512,51894511,70.38,0,10.06,13.58,5.98
"Mansfield",2014,36355729,0,5093527,7048219,2841526,51339001,37643266,0,5273914,7297832,2942159,53157171,70.82,0,9.92,13.73,5.53
"Mansfield",2015,37674790,0,5193852,7146178,3166489,53181309,38962794,0,5371416,7390487,3274743,54999441,70.84,0,9.77,13.44,5.95
"Mansfield",2016,39532034,0,5581344,7234769,2888382,55236529,46141758,0,6514540,8444417,3371317,64472032,71.57,0,10.1,13.1,5.23
"Mansfield",2017,41171195,0,5677610,7983027,2982551,57814383,41171195,0,5677610,7983027,2982551,57814383,71.21,0,9.82,13.81,5.16
"Marblehead",2003,32852264,0,1308935,155002,181101,34497302,43764929,0,1743729,206490,241258,45956406,95.23,0,3.79,0.45,0.52
"Marblehead",2004,36145616,0,1377882,150824,195738,37870060,46903194,0,1787964,195712,253993,49140863,95.45,0,3.64,0.4,0.52
"Marblehead",2005,37965463,0,1445934,160166,298810,39870373,47650252,0,1814784,201024,375035,50041095,95.22,0,3.63,0.4,0.75
"Marblehead",2006,42211874,0,1556121,148336,283296,44199627,51324279,0,1892046,180358,344452,53741134,95.5,0,3.52,0.34,0.64
"Marblehead",2007,43294709,0,1632838,145274,274896,45347717,51183065,0,1930343,171743,324982,53610134,95.47,0,3.6,0.32,0.61
"Marblehead",2008,44620580,0,1714641,154905,285194,46775320,50800019,0,1952099,176358,324690,53253166,95.39,0,3.67,0.33,0.61
"Marblehead",2009,45743508,0,1780152,181111,393078,48097849,52264405,0,2033919,206929,449113,54954366,95.11,0,3.7,0.38,0.82
"Marblehead",2010,47786229,0,1843244,192262,415149,50236884,53717212,0,2072018,216125,466675,56472030,95.12,0,3.67,0.38,0.83
"Marblehead",2011,48646858,0,1963643,186750,579071,51376322,53011340,0,2139816,203505,631024,55985685,94.69,0,3.82,0.36,1.13
"Marblehead",2012,50730309,0,2141208,188673,591239,53651429,54160881,0,2286004,201432,631221,57279538,94.56,0,3.99,0.35,1.1
"Marblehead",2013,51791023,0,2202750,188440,603082,54785295,54495102,0,2317759,198279,634570,57645709,94.53,0,4.02,0.34,1.1
"Marblehead",2014,53684071,0,2286988,183582,606508,56761149,55585291,0,2367982,190084,627987,58771344,94.58,0,4.03,0.32,1.07
"Marblehead",2015,55934821,0,2294664,177929,607797,59015211,57847088,0,2373113,184012,628576,61032789,94.78,0,3.89,0.3,1.03
"Marblehead",2016,58090659,0,2429051,178653,639557,61337920,67803370,0,2835186,208524,746490,71593570,94.71,0,3.96,0.29,1.04
"Marblehead",2017,60554652,0,2486768,182515,725003,63948938,60554652,0,2486768,182515,725003,63948938,94.69,0,3.89,0.29,1.13
"Marion",2003,10237953,0,511771,153182,160023,11062929,13638734,0,681768,204065,213178,14737745,92.54,0,4.63,1.38,1.45
"Marion",2004,10808298,0,543279,158961,171199,11681737,14025040,0,704968,206271,222151,15158430,92.52,0,4.65,1.36,1.47
"Marion",2005,11159469,0,483185,137145,145414,11925213,14006191,0,606443,172130,182508,14967272,93.58,0,4.05,1.15,1.22
"Marion",2006,11401204,0,536540,117666,109358,12164768,13862416,0,652365,143067,132965,14790813,93.72,0,4.41,0.97,0.9
"Marion",2007,12555750,0,567898,126890,121001,13371539,14843425,0,671370,150010,143048,15807852,93.9,0,4.25,0.95,0.9
"Marion",2008,12532174,0,580732,129422,142692,13385020,14267737,0,661157,147345,162453,15238692,93.63,0,4.34,0.97,1.07
"Marion",2009,12866687,0,626664,135545,206004,13834900,14700878,0,715997,154867,235371,15807113,93,0,4.53,0.98,1.49
"Marion",2010,13091065,0,680553,147203,213310,14132131,14715861,0,765020,165473,239785,15886139,92.63,0,4.82,1.04,1.51
"Marion",2011,13562463,0,739259,162134,239217,14703073,14779255,0,805584,176680,260679,16022198,92.24,0,5.03,1.1,1.63
"Marion",2012,13976861,0,736854,162100,253711,15129526,14922028,0,786683,173062,270868,16152641,92.38,0,4.87,1.07,1.68
"Marion",2013,14517001,0,764758,169078,287938,15738775,15274953,0,804687,177906,302972,16560518,92.24,0,4.86,1.07,1.83
"Marion",2014,14882914,0,780431,172834,291112,16127291,15409992,0,808070,178955,301422,16698439,92.28,0,4.84,1.07,1.81
"Marion",2015,15239678,0,763304,176830,294768,16474580,15760683,0,789399,182875,304845,17037803,92.5,0,4.63,1.07,1.79
"Marion",2016,15736307,0,781072,182831,328307,17028517,18367405,0,911667,213400,383200,19875671,92.41,0,4.59,1.07,1.93
"Marion",2017,16233820,0,797578,184709,360157,17576264,16233820,0,797578,184709,360157,17576264,92.36,0,4.54,1.05,2.05
"Marlborough",2003,32180472,5606,16637221,9305873,2827123,60956295,42869985,7468,22163672,12397041,3766220,81204386,52.79,0.01,27.29,15.27,4.64
"Marlborough",2004,34816396,8637,16987087,9030496,3622468,64465084,45178375,11208,22042746,11718132,4700579,83651040,54.01,0.01,26.35,14.01,5.62
"Marlborough",2005,39210497,5554,19575581,10137595,3224006,72153233,49212888,6971,24569208,12723642,4046433,90559142,54.34,0.01,27.13,14.05,4.47
"Marlborough",2006,40262394,5848,18316583,10326822,3269913,72181560,48953958,7110,22270639,12556104,3975799,87763611,55.78,0.01,25.38,14.31,4.53
"Marlborough",2007,43012735,6087,20407280,11628679,3964157,79018938,50849715,7196,24125515,13747440,4686432,93416298,54.43,0.01,25.83,14.72,5.02
"Marlborough",2008,43653076,6223,19816480,11606566,4670752,79753097,49698527,7085,22560836,13213942,5317598,90797988,54.74,0.01,24.85,14.55,5.86
"Marlborough",2009,43969103,0,22482611,10793004,4690619,81935337,50237052,0,25687586,12331584,5359283,93615506,53.66,0,27.44,13.17,5.72
"Marlborough",2010,41430296,0,22527197,11474132,5564425,80996050,46572413,0,25323158,12898243,6255053,91048867,51.15,0,27.81,14.17,6.87
"Marlborough",2011,42768021,0,21857032,11860864,7025961,83511878,46605068,0,23817994,12924993,7656314,91004368,51.21,0,26.17,14.2,8.41
"Marlborough",2012,44621918,0,22507036,11750387,6966526,85845867,47639418,0,24029045,12544992,7437628,91651084,51.98,0,26.22,13.69,8.12
"Marlborough",2013,45212902,0,22788367,11011642,7348449,86361360,47573529,0,23978178,11586575,7732121,90870403,52.35,0,26.39,12.75,8.51
"Marlborough",2014,46844130,0,23047660,10521448,7638975,88052213,48503114,0,23863892,10894065,7909509,91170580,53.2,0,26.17,11.95,8.68
"Marlborough",2015,47905035,0,23551385,10509697,6712823,88678940,49542785,0,24356546,10868996,6942317,91710644,54.02,0,26.56,11.85,7.57
"Marlborough",2016,50085165,0,24013243,11037115,6195931,91331454,58459364,0,28028238,12882512,7231886,106601999,54.84,0,26.29,12.08,6.78
"Marlborough",2017,51975448,0,24450145,11056996,6637006,94119595,51975448,0,24450145,11056996,6637006,94119595,55.22,0,25.98,11.75,7.05
"Marshfield",2003,30768244,0,1459529,283607,361086,32872466,40988652,0,1944346,377814,481029,43791842,93.6,0,4.44,0.86,1.1
"Marshfield",2004,32055044,0,1630304,285435,346025,34316808,41595195,0,2115511,370386,449008,44530100,93.41,0,4.75,0.83,1.01
"Marshfield",2005,33573074,0,1571532,266091,318471,35729168,42137388,0,1972422,333969,399711,44843490,93.97,0,4.4,0.74,0.89
"Marshfield",2006,35094202,0,1718759,294924,302328,37410213,42670093,0,2089793,358590,367592,45486069,93.81,0,4.59,0.79,0.81
"Marshfield",2007,36688025,0,1672633,297615,300859,38959132,43372634,0,1977389,351841,355676,46057540,94.17,0,4.29,0.76,0.77
"Marshfield",2008,39996775,0,1947425,380384,396096,42720680,45535870,0,2217121,433063,450951,48637005,93.62,0,4.56,0.89,0.93
"Marshfield",2009,40953862,0,2272804,429000,617033,44272699,46791978,0,2596800,490155,704993,50583927,92.5,0,5.13,0.97,1.39
"Marshfield",2010,42648138,0,2317274,440871,690843,46097126,47941408,0,2604882,495590,776587,51818466,92.52,0,5.03,0.96,1.5
"Marshfield",2011,44215437,0,2276753,464500,805505,47762195,48182342,0,2481018,506174,877773,52047307,92.57,0,4.77,0.97,1.69
"Marshfield",2012,45781402,0,2395298,480331,811823,49468854,48877311,0,2557277,512813,866721,52814122,92.55,0,4.84,0.97,1.64
"Marshfield",2013,47206437,0,2517249,499120,861531,51084337,49671149,0,2648678,525180,906513,53751519,92.41,0,4.93,0.98,1.69
"Marshfield",2014,51317622,0,2729677,594284,934642,55576225,53135034,0,2826348,615331,967742,57544456,92.34,0,4.91,1.07,1.68
"Marshfield",2015,52856349,0,2971202,625439,944799,57397789,54663371,0,3072780,646821,977099,59360071,92.09,0,5.18,1.09,1.65
"Marshfield",2016,55958675,0,3115739,672308,1037479,60784201,65314920,0,3636688,784717,1210945,70947270,92.06,0,5.13,1.11,1.71
"Marshfield",2017,57874967,0,3118615,676644,1105124,62775350,57874967,0,3118615,676644,1105124,62775350,92.19,0,4.97,1.08,1.76
"Mashpee",2003,23476508,21427,1686102,133654,690959,26008650,31274792,28544,2246181,178050,920478,34648045,90.26,0.08,6.48,0.51,2.66
"Mashpee",2004,24751998,19517,1775255,140503,752009,27439282,32118633,25326,2303602,182319,975820,35605700,90.21,0.07,6.47,0.51,2.74
"Mashpee",2005,26519589,24175,1694162,135347,344751,28718024,33284596,30342,2126334,169873,432695,36043840,92.34,0.08,5.9,0.47,1.2
"Mashpee",2006,27618517,24742,1804094,140617,361512,29949482,33580610,30083,2193549,170972,439553,36414767,92.22,0.08,6.02,0.47,1.21
"Mashpee",2007,27792947,25250,1787602,119408,332315,30057522,32856860,29851,2113306,141164,392863,35534044,92.47,0.08,5.95,0.4,1.11
"Mashpee",2008,30743977,22023,2123497,159631,392284,33441412,35001666,25073,2417577,181738,446611,38072665,91.93,0.07,6.35,0.48,1.17
"Mashpee",2009,31862022,22982,2342704,195501,442538,34865747,36404065,26258,2676665,223370,505623,39835981,91.38,0.07,6.72,0.56,1.27
"Mashpee",2010,33309187,22007,2483246,209805,407258,36431503,37443354,24738,2791454,235845,457805,40953196,91.43,0.06,6.82,0.58,1.12
"Mashpee",2011,34111206,15372,2472875,199744,486402,37285599,37171583,16751,2694736,217665,530041,40630776,91.49,0.04,6.63,0.54,1.3
"Mashpee",2012,34666651,15291,2494763,208918,487615,37873238,37010939,16325,2663468,223046,520589,40434367,91.53,0.04,6.59,0.55,1.29
"Mashpee",2013,36593522,16340,2582610,222416,502623,39917511,38504119,17193,2717452,234029,528866,42001658,91.67,0.04,6.47,0.56,1.26
"Mashpee",2014,37101199,16734,2655485,213307,496409,40483134,38415137,17327,2749529,220861,513989,41916843,91.65,0.04,6.56,0.53,1.23
"Mashpee",2015,38204826,15625,2745421,234342,507954,41708168,39510950,16159,2839280,242354,525320,43134063,91.6,0.04,6.58,0.56,1.22
"Mashpee",2016,39302666,15767,3059998,363329,532670,43274430,45874040,18403,3571627,424077,621732,50509880,90.82,0.04,7.07,0.84,1.23
"Mashpee",2017,41010816,15688,3157908,339633,546469,45070514,41010816,15688,3157908,339633,546469,45070514,90.99,0.03,7.01,0.75,1.21
"Mattapoisett",2003,11274301,0,446196,118247,142774,11981518,15019330,0,594411,157526,190200,15961466,94.1,0,3.72,0.99,1.19
"Mattapoisett",2004,11702844,0,493387,121650,170753,12488634,15185819,0,640228,157855,221572,16205474,93.71,0,3.95,0.97,1.37
"Mattapoisett",2005,12306982,0,544735,79668,147521,13078906,15446428,0,683694,99991,185153,16415266,94.1,0,4.16,0.61,1.13
"Mattapoisett",2006,14200626,0,551892,95645,115226,14963389,17266158,0,671031,116292,140100,18193581,94.9,0,3.69,0.64,0.77
"Mattapoisett",2007,14751802,0,559342,97478,167744,15576366,17439601,0,661255,115239,198307,18414401,94.71,0,3.59,0.63,1.08
"Mattapoisett",2008,15206685,0,573356,109002,194214,16083257,17312637,0,652759,124098,221110,18310604,94.55,0,3.56,0.68,1.21
"Mattapoisett",2009,15736783,0,744285,153713,243069,16877850,17980116,0,850385,175625,277719,19283847,93.24,0,4.41,0.91,1.44
"Mattapoisett",2010,16265494,0,771280,166940,272790,17476504,18284284,0,867007,187660,306647,19645599,93.07,0,4.41,0.96,1.56
"Mattapoisett",2011,16691280,0,798950,172084,300382,17962696,18188783,0,870630,187523,327332,19574267,92.92,0,4.45,0.96,1.67
"Mattapoisett",2012,17152662,0,831076,156745,310720,18451203,18312589,0,887276,167345,331732,19698942,92.96,0,4.5,0.85,1.68
"Mattapoisett",2013,17703632,0,803843,162607,335356,19005438,18627963,0,845813,171097,352865,19997738,93.15,0,4.23,0.86,1.76
"Mattapoisett",2014,18257610,0,873259,168433,335210,19634512,18904203,0,904185,174398,347081,20329868,92.99,0,4.45,0.86,1.71
"Mattapoisett",2015,18930845,0,776144,158809,329622,20195420,19578042,0,802678,164238,340891,20885849,93.74,0,3.84,0.79,1.63
"Mattapoisett",2016,19538245,0,785598,175279,376682,20875804,22805024,0,916949,204586,439663,24366221,93.59,0,3.76,0.84,1.8
"Mattapoisett",2017,20265553,0,761011,183141,392566,21602271,20265553,0,761011,183141,392566,21602271,93.81,0,3.52,0.85,1.82
"Maynard",2003,11906854,75270,1170881,1570227,433248,15156480,15862000,100273,1559817,2091815,577162,20191067,78.56,0.5,7.73,10.36,2.86
"Maynard",2004,12867197,95053,1297051,1842938,393933,16496172,16696704,123342,1683076,2391429,511174,21405726,78,0.58,7.86,11.17,2.39
"Maynard",2005,13249726,83748,1323521,1877051,385451,16919497,16629661,105112,1661144,2355877,483778,21235571,78.31,0.49,7.82,11.09,2.28
"Maynard",2006,14712793,82164,1361592,1976905,411813,18545267,17888888,99901,1655523,2403665,500712,22548690,79.33,0.44,7.34,10.66,2.22
"Maynard",2007,15387474,66016,1523729,1794015,374456,19145690,18191093,78044,1801355,2120887,442682,22634061,80.37,0.34,7.96,9.37,1.96
"Maynard",2008,16118644,68408,1562903,1877370,428087,20055412,18350892,77882,1779347,2137364,487372,22832857,80.37,0.34,7.79,9.36,2.13
"Maynard",2009,16845272,71138,1650762,1967193,735622,21269987,19246624,81279,1886084,2247623,840487,24302098,79.2,0.33,7.76,9.25,3.46
"Maynard",2010,17711760,0,1780763,2158385,751915,22402823,19910053,0,2001782,2426273,845239,25183347,79.06,0,7.95,9.63,3.36
"Maynard",2011,18877827,0,1710391,1775422,784286,23147926,20571501,0,1863843,1934709,854650,25224704,81.55,0,7.39,7.67,3.39
"Maynard",2012,19736718,0,1726090,1691754,755150,23909712,21071388,0,1842815,1806157,806216,25526576,82.55,0,7.22,7.08,3.16
"Maynard",2013,20909106,0,1829998,1842292,821807,25403203,22000799,0,1925545,1938481,864715,26729539,82.31,0,7.2,7.25,3.24
"Maynard",2014,21990344,0,1956693,1773625,901523,26622185,22769132,0,2025989,1836438,933450,27565009,82.6,0,7.35,6.66,3.39
"Maynard",2015,22997216,0,1842091,1733075,863406,27435788,23783432,0,1905067,1792324,892924,28373747,83.82,0,6.71,6.32,3.15
"Maynard",2016,23899792,0,1923764,1685174,849418,28358148,27895818,0,2245416,1966934,991440,33099607,84.28,0,6.78,5.94,3
"Maynard",2017,24966751,0,1956841,1611485,874057,29409134,24966751,0,1956841,1611485,874057,29409134,84.89,0,6.65,5.48,2.97
"Medfield",2003,22261966,61160,654891,515711,250436,23744164,29656810,81476,872429,687017,333624,31631356,93.76,0.26,2.76,2.17,1.05
"Medfield",2004,24154313,59314,630288,455768,251901,25551584,31343066,76967,817873,591413,326871,33156190,94.53,0.23,2.47,1.78,0.99
"Medfield",2005,26150285,58323,659175,465711,251226,27584720,32821085,73201,827327,584511,315312,34621437,94.8,0.21,2.39,1.69,0.91
"Medfield",2006,27073949,0,690484,330599,251646,28346678,32918484,0,839541,401966,305970,34465961,95.51,0,2.44,1.17,0.89
"Medfield",2007,28377008,0,769853,311343,247870,29706074,33547338,0,910121,368070,293032,35118562,95.53,0,2.59,1.05,0.83
"Medfield",2008,28642468,0,840197,333928,278168,30094761,32609122,0,956555,380173,316691,34262541,95.17,0,2.79,1.11,0.92
"Medfield",2009,30188190,0,925103,360985,406788,31881066,34491622,0,1056980,412445,464777,36425824,94.69,0,2.9,1.13,1.28
"Medfield",2010,30822107,0,975265,381218,457983,32636573,34647590,0,1096310,428533,514826,36687258,94.44,0,2.99,1.17,1.4
"Medfield",2011,31808577,0,1016942,408765,502276,33736560,34662368,0,1108180,445438,547339,36763325,94.29,0,3.01,1.21,1.49
"Medfield",2012,33151469,0,1076660,424823,521352,35174304,35393295,0,1149468,453551,556608,37552921,94.25,0,3.06,1.21,1.48
"Medfield",2013,33397028,0,1122859,430160,509363,35459410,35140732,0,1181485,452619,535958,37310794,94.18,0,3.17,1.21,1.44
"Medfield",2014,34754178,0,1152553,427088,519763,36853582,35984996,0,1193371,442213,538170,38158751,94.3,0,3.13,1.16,1.41
"Medfield",2015,36220041,0,1172564,424762,502986,38320353,37458311,0,1212651,439284,520182,39630427,94.52,0,3.06,1.11,1.31
"Medfield",2016,39339904,0,1317029,451342,519069,41627344,45917504,0,1537235,526806,605857,48587402,94.5,0,3.16,1.08,1.25
"Medfield",2017,40384348,0,1352208,438442,548596,42723594,40384348,0,1352208,438442,548596,42723594,94.52,0,3.17,1.03,1.28
"Medford",2003,45648511,0,12622940,1454910,1794573,61520934,60811756,0,16815951,1938193,2390683,81956583,74.2,0,20.52,2.36,2.92
"Medford",2004,49444634,0,10832398,1887412,1589473,63753917,64160237,0,14056312,2449139,2062528,82728217,77.56,0,16.99,2.96,2.49
"Medford",2005,51987206,0,10977525,1952418,1581066,66498215,65248868,0,13777834,2450470,1984388,83461559,78.18,0,16.51,2.94,2.38
"Medford",2006,55621263,0,10151313,1760827,1632021,69165424,67628393,0,12342708,2140942,1984330,84096373,80.42,0,14.68,2.55,2.36
"Medford",2007,58133388,0,10821376,1629118,1698791,72282673,68725372,0,12793046,1925946,2008313,85452676,80.43,0,14.97,2.25,2.35
"Medford",2008,59625362,0,12163000,1773352,1811893,75373607,67882792,0,13847436,2018941,2062819,85811988,79.11,0,16.14,2.35,2.4
"Medford",2009,61046293,0,13405348,1939668,2109069,78500378,69748656,0,15316327,2216174,2409724,89690882,77.77,0,17.08,2.47,2.69
"Medford",2010,62715235,0,14505283,2030217,2328348,81579083,70499131,0,16305605,2282197,2617331,91704263,76.88,0,17.78,2.49,2.85
"Medford",2011,64616047,0,14954181,2143391,2630923,84344542,70413247,0,16295835,2335691,2866963,91911737,76.61,0,17.73,2.54,3.12
"Medford",2012,67145187,0,14820359,2196766,2843087,87005399,71685794,0,15822567,2345319,3035347,92889028,77.17,0,17.03,2.52,3.27
"Medford",2013,69317296,0,15236198,2275292,3099297,89928083,72936446,0,16031701,2394088,3261115,94623350,77.08,0,16.94,2.53,3.45
