"Municipal","F_year","Total.Budget","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Norwood",2011,154938705.28,29826638,0,16688486,5530599,2626019,54671742,30889815,0,17283351,5727738,2719624,56620528,54.56,0,30.52,10.12,4.8
"Norwood",2012,154414440.24,31302673,0,17797395,5824439,2565214,57489721,31761182,0,18058084,5909753,2602788,58331807,54.45,0,30.96,10.13,4.46
"Norwood",2013,161281400.98,32658111,0,18571117,5932564,2752569,59914361,32658111,0,18571117,5932564,2752569,59914361,54.51,0,31,9.9,4.59
"Oak Bluffs",2003,16536930.24,11204663,9387,642605,27571,207234,12091460,14185895,11885,813583,34907,262373,15308643,92.67,0.08,5.31,0.23,1.71
"Oak Bluffs",2004,18783753.38,13043971,9044,688476,28189,210440,13980120,16086206,11153,849049,34763,259521,17240693,93.3,0.06,4.92,0.2,1.51
"Oak Bluffs",2005,20172432.36,13409831,9907,716608,28091,235030,14399467,15995463,11817,854782,33507,280348,17175917,93.13,0.07,4.98,0.2,1.63
"Oak Bluffs",2006,22757693.46,14165153,10060,748476,31060,222282,15177031,16368410,11625,864894,35891,256856,17537677,93.33,0.07,4.93,0.2,1.46
"Oak Bluffs",2007,23543142.72,14746770,10182,725564,31330,230239,15744085,16568584,11440,815200,35201,258683,17689107,93.67,0.06,4.61,0.2,1.46
"Oak Bluffs",2008,24225111.51,15112341,11420,908680,27720,262668,16322829,16351494,12356,983188,29993,284206,17661237,92.58,0.07,5.57,0.17,1.61
"Oak Bluffs",2009,26336567.17,16296038,12251,960911,29739,323642,17622581,17695205,13303,1043414,32292,351430,19135644,92.47,0.07,5.45,0.17,1.84
"Oak Bluffs",2010,25835482.11,16735278,12584,977633,28427,350445,18104367,17878894,13444,1044440,30370,374393,19341541,92.44,0.07,5.4,0.16,1.94
"Oak Bluffs",2011,26220611.86,17119578,13318,1074155,30798,374863,18612712,17729809,13793,1112443,31896,388225,19276166,91.98,0.07,5.77,0.17,2.01
"Oak Bluffs",2012,27494627.69,17701590,13513,944977,29205,385297,19074582,17960876,13711,958819,29633,390941,19353979,92.8,0.07,4.95,0.15,2.02
"Oak Bluffs",2013,27030901.77,17968078,13117,971248,30469,389623,19372535,17968078,13117,971248,30469,389623,19372535,92.75,0.07,5.01,0.16,2.01
"Oakham",2003,2150758.95,1295469,0,56493,10247,43137,1405346,1640155,0,71524,12973,54614,1779267,92.18,0,4.02,0.73,3.07
"Oakham",2004,2177324.03,1300835,0,43894,8898,41462,1395089,1604228,0,54131,10973,51132,1720465,93.24,0,3.15,0.64,2.97
"Oakham",2005,2389586.99,1444073,0,45031,8272,34120,1531496,1722514,0,53714,9867,40699,1826793,94.29,0,2.94,0.54,2.23
"Oakham",2006,2397804.12,1545477,0,47891,8626,34817,1636811,1785862,0,55340,9968,40232,1891402,94.42,0,2.93,0.53,2.13
"Oakham",2007,2840509.24,1700051,0,51513,9463,31353,1792380,1910075,0,57877,10632,35226,2013810,94.85,0,2.87,0.53,1.75
"Oakham",2008,2896982.54,1828691,0,58259,8277,30618,1925845,1978636,0,63036,8956,33129,2083757,94.96,0,3.03,0.43,1.59
"Oakham",2009,2911689.61,1799617,0,53776,7255,41595,1902243,1954131,0,58393,7878,45166,2065568,94.61,0,2.83,0.38,2.19
"Oakham",2010,2911453.27,1981854,0,61906,8293,46755,2098808,2117285,0,66136,8860,49950,2242231,94.43,0,2.95,0.4,2.23
"Oakham",2011,3214961.8,2047683,0,66495,8581,57589,2180348,2120673,0,68865,8887,59642,2258067,93.92,0,3.05,0.39,2.64
"Oakham",2012,3252690.07,2133569,0,59034,8911,70228,2271742,2164821,0,59899,9042,71257,2305018,93.92,0,2.6,0.39,3.09
"Oakham",2013,3364696.46,2247075,0,64458,9728,92356,2413617,2247075,0,64458,9728,92356,2413617,93.1,0,2.67,0.4,3.83
"Orange",2003,18360252.07,4681608,0,600841,330031,137051,5749531,5927246,0,760707,417843,173516,7279312,81.43,0,10.45,5.74,2.38
"Orange",2004,18376077.91,4908210,0,614331,337490,128746,5988777,6052948,0,757611,416203,158773,7385535,81.96,0,10.26,5.64,2.15
"Orange",2005,17182234,5124813,0,526205,276263,126394,6053675,6112960,0,627666,329531,150765,7220921,84.66,0,8.69,4.56,2.09
"Orange",2006,17488636.76,5435898,0,516710,272565,90954,6316127,6281401,0,597079,314960,105101,7298542,86.06,0,8.18,4.32,1.44
"Orange",2007,18852936.58,5635983,0,527132,273938,92481,6529534,6332252,0,592254,307780,103906,7336192,86.32,0,8.07,4.2,1.42
"Orange",2008,18938376.46,6115853,0,524763,256088,118494,7015198,6617329,0,567792,277086,128210,7590417,87.18,0,7.48,3.65,1.69
"Orange",2009,19855705.82,6266198,0,543044,254016,163714,7226972,6804209,0,589669,275826,177770,7847475,86.71,0,7.51,3.51,2.27
"Orange",2010,18888277.31,6303911,0,590487,277213,188027,7359638,6734693,0,630838,296157,200876,7862564,85.66,0,8.02,3.77,2.55
"Orange",2011,19614987.01,7223418,0,697789,320488,221830,8463525,7480898,0,722662,331912,229737,8765209,85.35,0,8.24,3.79,2.62
"Orange",2012,19394091.8,7414429,0,741622,344526,227646,8728223,7523033,0,752485,349572,230980,8856070,84.95,0,8.5,3.95,2.61
"Orange",2013,19855968.59,7652900,0,771667,293334,272868,8990769,7652900,0,771667,293334,272868,8990769,85.12,0,8.58,3.26,3.03
"Orleans",2003,20149653.45,11745339,0,892579,51475,174347,12863740,14870429,0,1130068,65171,220736,16286404,91.31,0,6.94,0.4,1.36
"Orleans",2004,22638693.52,12696866,0,873242,52109,173987,13796204,15658146,0,1076908,64262,214566,17013882,92.03,0,6.33,0.38,1.26
"Orleans",2005,22901946.05,13541525,0,941660,44631,117817,14645633,16152550,0,1123227,53237,140534,17469548,92.46,0,6.43,0.3,0.8
"Orleans",2006,25374710.61,14821108,0,900986,36676,112501,15871271,17126393,0,1041126,42381,129999,18339899,93.38,0,5.68,0.23,0.71
"Orleans",2007,25697437.46,15239154,0,1021158,42047,125139,16427498,17121797,0,1147312,47241,140599,18456949,92.77,0,6.22,0.26,0.76
"Orleans",2008,28772832.41,16455475,0,1105313,43346,147928,17752062,17804759,0,1195944,46900,160058,19207661,92.7,0,6.23,0.24,0.83
"Orleans",2009,29222422.53,17537687,0,1182206,42419,207303,18969615,19043461,0,1283709,46061,225102,20598333,92.45,0,6.23,0.22,1.09
"Orleans",2010,28577702.11,17990355,0,1228830,42238,225462,19486885,19219738,0,1312803,45124,240869,20818534,92.32,0,6.31,0.22,1.16
"Orleans",2011,28163802,18500103,0,1298402,43294,248608,20090407,19159543,0,1344684,44837,257470,20806534,92.08,0,6.46,0.22,1.24
"Orleans",2012,29768953.99,19613503,0,1363232,45503,256012,21278250,19900794,0,1383200,46170,259762,21589925,92.18,0,6.41,0.21,1.2
"Orleans",2013,31533368.85,19949260,0,1397171,48852,265939,21661222,19949260,0,1397171,48852,265939,21661222,92.1,0,6.45,0.23,1.23
"Otis",2003,3255468.01,2271357,0,74767,20184,107772,2474080,2875698,0,94660,25554,136447,3132360,91.81,0,3.02,0.82,4.36
"Otis",2004,3162599.52,2461382,0,71955,17899,104176,2655412,3035448,0,88737,22074,128473,3274732,92.69,0,2.71,0.67,3.92
"Otis",2005,3357042.86,2656909,0,77473,18947,104483,2857812,3169204,0,92411,22600,124629,3408844,92.97,0,2.71,0.66,3.66
"Otis",2006,3816211.97,2857942,0,75620,16384,83005,3032951,3302468,0,87382,18932,95916,3504698,94.23,0,2.49,0.54,2.74
"Otis",2007,4405004.13,3043190,0,97255,18440,78084,3236969,3419145,0,109270,20718,87730,3636864,94.01,0,3,0.57,2.41
"Otis",2008,4395194.09,3178958,0,99153,18929,81777,3378817,3439620,0,107283,20481,88482,3655867,94.08,0,2.93,0.56,2.42
"Otis",2009,4900679.69,3606938,0,106380,20279,99055,3832652,3916627,0,115514,22020,107560,4161721,94.11,0,2.78,0.53,2.58
"Otis",2010,4664172.41,3619463,0,100428,19626,96771,3836288,3866801,0,107291,20967,103384,4098443,94.35,0,2.62,0.51,2.52
"Otis",2011,5236437.91,3844055,0,116464,20527,108891,4089937,3981077,0,120615,21259,112772,4235724,93.99,0,2.85,0.5,2.66
"Otis",2012,5139955.61,3954578,0,118041,24458,116895,4213972,4012503,0,119770,24816,118607,4275697,93.84,0,2.8,0.58,2.77
"Otis",2013,5933322.95,4053012,0,116759,23459,138927,4332157,4053012,0,116759,23459,138927,4332157,93.56,0,2.7,0.54,3.21
"Oxford",2003,26736311.92,9111529,0,819424,679418,451814,11062185,11535839,0,1037449,860191,572028,14005508,82.37,0,7.41,6.14,4.08
"Oxford",2004,27476345.85,10531489,0,909841,732785,599351,12773466,12987740,0,1122043,903692,739137,15752612,82.45,0,7.12,5.74,4.69
"Oxford",2005,29098622.82,11281109,0,989449,781589,469380,13521527,13456289,0,1180231,932292,559884,16128696,83.43,0,7.32,5.78,3.47
"Oxford",2006,28917091.97,11977684,0,951965,794181,526694,14250524,13840701,0,1100034,917708,608616,16467060,84.05,0,6.68,5.57,3.7
"Oxford",2007,34951797.33,12194312,0,914587,772928,471431,14353258,13700796,0,1027575,868415,529672,16126457,84.96,0,6.37,5.39,3.28
"Oxford",2008,34276016.17,12416213,0,1040335,821949,528415,14806912,13434294,0,1125638,889346,571743,16021021,83.85,0,7.03,5.55,3.57
"Oxford",2009,34791763.15,13073723,0,1070170,926996,616512,15687401,14196224,0,1162054,1006587,669445,17034311,83.34,0,6.82,5.91,3.93
"Oxford",2010,35696613.78,13589915,0,1155877,1114845,680847,16541484,14518591,0,1234865,1191029,727373,17671857,82.16,0,6.99,6.74,4.12
"Oxford",2011,36200115.72,13817765,0,1469803,1134655,736834,17159057,14310302,0,1522194,1175100,763099,17770695,80.53,0,8.57,6.61,4.29
"Oxford",2012,39450584.71,14246709,0,1578639,1237846,709210,17772404,14455389,0,1601762,1255977,719598,18032727,80.16,0,8.88,6.96,3.99
"Oxford",2013,37755642.91,14596758,0,1652458,1332352,769666,18351234,14596758,0,1652458,1332352,769666,18351234,79.54,0,9,7.26,4.19
"Palmer",2003,30016992.31,8700728,0,974405,676534,672429,11024096,11015736,0,1233666,856540,851343,13957284,78.92,0,8.84,6.14,6.1
"Palmer",2004,29853993.58,9240101,0,1017572,687548,617733,11562954,11395163,0,1254900,847904,761806,14259773,79.91,0,8.8,5.95,5.34
"Palmer",2005,31083746.62,9803066,0,971046,652923,541491,11968526,11693256,0,1158279,778817,645899,14276251,81.91,0,8.11,5.46,4.52
"Palmer",2006,32321282.43,10388642,0,979149,689914,514212,12571917,12004498,0,1131446,797224,594193,14527361,82.63,0,7.79,5.49,4.09
"Palmer",2007,34635669.97,10927360,0,985399,680484,542555,13135798,12277324,0,1107135,764551,609582,14758593,83.19,0,7.5,5.18,4.13
"Palmer",2008,33959570.13,11363373,0,1077056,685601,540492,13666522,12295125,0,1165370,741818,584810,14787123,83.15,0,7.88,5.02,3.95
"Palmer",2009,34864347.05,11790168,0,1110700,699663,618560,14219091,12802464,0,1206064,759736,671669,15439932,82.92,0,7.81,4.92,4.35
"Palmer",2010,34739649.71,12189913,0,1073649,726925,640914,14631401,13022919,0,1147018,776600,684711,15631247,83.31,0,7.34,4.97,4.38
"Palmer",2011,33442525.94,12535255,0,1122287,734765,701733,15094040,12982077,0,1162291,760956,726746,15632070,83.05,0,7.44,4.87,4.65
"Palmer",2012,32047765.45,12338633,0,1109034,723761,695278,14866706,12519364,0,1125279,734362,705462,15084467,83,0,7.46,4.87,4.68
"Palmer",2013,32886919.15,12741286,0,1136205,743242,744196,15364929,12741286,0,1136205,743242,744196,15364929,82.92,0,7.39,4.84,4.84
"Paxton",2003,7845600.87,5065414,72912,157510,45058,65439,5406333,6413172,92312,199419,57047,82850,6844800,93.69,1.35,2.91,0.83,1.21
"Paxton",2004,8376313.72,5491098,60024,144054,44044,61860,5801080,6771783,74023,177652,54316,76288,7154061,94.66,1.03,2.48,0.76,1.07
"Paxton",2005,9131845.86,5893764,79976,174359,48660,55417,6252176,7030177,95397,207978,58042,66102,7457697,94.27,1.28,2.79,0.78,0.89
"Paxton",2006,9728771.83,6089380,85465,179129,45474,56179,6455627,7036526,98758,206991,52547,64917,7459740,94.33,1.32,2.77,0.7,0.87
"Paxton",2007,9934227.05,6349869,0,168095,46393,44944,6609301,7134331,0,188861,52124,50496,7425813,96.07,0,2.54,0.7,0.68
"Paxton",2008,10355741.3,6658357,0,175933,48461,60163,6942914,7204316,0,190359,52435,65096,7512206,95.9,0,2.53,0.7,0.87
"Paxton",2009,10589696.49,6845155,0,187044,47191,76551,7155941,7432875,0,203103,51243,83124,7770345,95.66,0,2.61,0.66,1.07
"Paxton",2010,11422228.92,7863265,0,179058,72000,76065,8190388,8400606,0,191294,76920,81263,8750084,96.01,0,2.19,0.88,0.93
"Paxton",2011,11240508.33,7741188,0,183518,73449,144693,8142848,8017124,0,190060,76067,149851,8433102,95.07,0,2.25,0.9,1.78
"Paxton",2012,11653864.22,7933618,0,193491,76893,180432,8384434,8049826,0,196325,78019,183075,8507246,94.62,0,2.31,0.92,2.15
"Paxton",2013,11785584.2,8197518,0,205673,83665,165129,8651985,8197518,0,205673,83665,165129,8651985,94.75,0,2.38,0.97,1.91
"Peabody",2003,121186964.92,35893317,0,16976349,5200828,1222217,59292711,45443475,0,21493257,6584616,1547413,75068761,60.54,0,28.63,8.77,2.06
"Peabody",2004,121723646.41,39439159,0,16198173,5558204,1028977,62224513,48637523,0,19976060,6854540,1268965,76737088,63.38,0,26.03,8.93,1.65
"Peabody",2005,124551413.91,41004772,0,17306191,5986187,1365260,65662410,48911156,0,20643105,7140421,1628504,78323185,62.45,0,26.36,9.12,2.08
"Peabody",2006,131557057.02,43370848,0,17552747,5789132,1365350,68078077,50116779,0,20282913,6689577,1577717,78666987,63.71,0,25.78,8.5,2.01
"Peabody",2007,142186700.87,46550066,0,17721450,5900467,1437459,71609442,52300854,0,19910755,6629410,1615042,80456062,65.01,0,24.75,8.24,2.01
"Peabody",2008,143564569.21,48407127,0,19490044,6404168,1751617,76052956,52376321,0,21088151,6929285,1895243,82289000,63.65,0,25.63,8.42,2.3
"Peabody",2009,146540026.4,49778122,0,20514207,6880863,2035902,79209094,54052037,0,22275543,7471649,2210703,86009933,62.84,0,25.9,8.69,2.57
"Peabody",2010,146957020.36,50866065,0,22549665,6926838,2348903,82691471,54342031,0,24090611,7400188,2509417,88342247,61.51,0,27.27,8.38,2.84
"Peabody",2011,148699190.76,53748658,0,23619724,6785833,2751974,86906189,55664541,0,24461654,7027716,2850069,90003979,61.85,0,27.18,7.81,3.17
"Peabody",2012,150520556.81,54701729,0,24936093,5744823,2899220,88281865,55502978,0,25301347,5828971,2941687,89574982,61.96,0,28.25,6.51,3.28
"Peabody",2013,151781283.52,56653072,0,25720454,5595009,2647922,90616457,56653072,0,25720454,5595009,2647922,90616457,62.52,0,28.38,6.17,2.92
"Pelham",2003,2975674.89,1994501,0,17292,14843,77637,2104273,2525179,0,21893,18792,98294,2664158,94.78,0,0.82,0.71,3.69
"Pelham",2004,3198405.25,2185860,0,18603,16349,80579,2301391,2695666,0,22942,20162,99372,2838143,94.98,0,0.81,0.71,3.5
"Pelham",2005,2902369.88,2067300,0,12658,14494,59032,2153484,2465909,0,15099,17289,70414,2568711,96,0,0.59,0.67,2.74
"Pelham",2006,3819272.71,2765489,0,16138,19019,65425,2866071,3195635,0,18648,21977,75601,3311862,96.49,0,0.56,0.66,2.28
"Pelham",2007,3782257.77,2741893,0,16932,18435,56989,2834249,3080626,0,19024,20712,64029,3184392,96.74,0,0.6,0.65,2.01
"Pelham",2008,4061638.51,2797465,0,24459,14089,54990,2891003,3026846,0,26465,15244,59499,3128054,96.76,0,0.85,0.49,1.9
"Pelham",2009,4550739.83,3066198,0,24419,15161,67208,3172986,3329460,0,26516,16463,72978,3445416,96.63,0,0.77,0.48,2.12
"Pelham",2010,4852610.6,3135982,0,24701,15396,86418,3262497,3350281,0,26389,16448,92323,3485442,96.12,0,0.76,0.47,2.65
"Pelham",2011,4943234.06,3106264,0,24622,15279,94589,3240754,3216987,0,25500,15824,97961,3356271,95.85,0,0.76,0.47,2.92
"Pelham",2012,5204209.81,3159857,0,23789,15934,136325,3335905,3206141,0,24137,16167,138322,3384768,94.72,0,0.71,0.48,4.09
"Pelham",2013,5562725.39,3221262,0,24952,16250,132138,3394602,3221262,0,24952,16250,132138,3394602,94.89,0,0.74,0.48,3.89
"Pembroke",2003,40957845.82,18200637,0,1683538,658393,262745,20805313,23043292,0,2131478,833572,332654,26340996,87.48,0,8.09,3.16,1.26
"Pembroke",2004,42133085.66,19987418,0,1678792,664645,281725,22612580,24649068,0,2070335,819660,347432,27886494,88.39,0,7.42,2.94,1.25
"Pembroke",2005,42386516.19,20625773,0,1738555,611659,233916,23209903,24602756,0,2073777,729597,279019,27685148,88.87,0,7.49,2.64,1.01
"Pembroke",2006,45698537.41,22328289,0,1892762,623583,238782,25083416,25801246,0,2187163,720576,275922,28984907,89.02,0,7.55,2.49,0.95
"Pembroke",2007,49876327.41,24502797,0,1962820,618606,244765,27328988,27529869,0,2205306,695028,275003,30705207,89.66,0,7.18,2.26,0.9
"Pembroke",2008,51350415.6,25294424,0,2193146,686811,275345,28449726,27368467,0,2372975,743127,297922,30782492,88.91,0,7.71,2.41,0.97
"Pembroke",2009,53993248.46,25902646,0,2365519,760352,356568,29385085,28126629,0,2568621,825635,387183,31908068,88.15,0,8.05,2.59,1.21
"Pembroke",2010,54533751.69,26359496,0,2590352,827684,436894,30214426,28160789,0,2767365,884244,466749,32279149,87.24,0,8.57,2.74,1.45
"Pembroke",2011,54908438.4,26962235,0,2723211,894371,529331,31109148,27923310,0,2820280,926251,548199,32218040,86.67,0,8.75,2.87,1.7
"Pembroke",2012,56827292.08,27857219,0,2785156,926038,461991,32030404,28265260,0,2825952,939602,468758,32499572,86.97,0,8.7,2.89,1.44
"Pembroke",2013,57680412.04,28252660,0,2896612,972579,473300,32595151,28252660,0,2896612,972579,473300,32595151,86.68,0,8.89,2.98,1.45
"Pepperell",2003,17425568.31,10015395,0,281609,178868,297825,10773697,12680198,0,356537,226460,377067,13640262,92.96,0,2.61,1.66,2.76
"Pepperell",2004,18360567.78,10319561,0,304847,190428,322042,11136878,12726384,0,375946,234841,397152,13734323,92.66,0,2.74,1.71,2.89
"Pepperell",2005,19775605.42,11023308,0,293270,175037,156537,11648152,13148780,0,349817,208787,186720,13894104,94.64,0,2.52,1.5,1.34
"Pepperell",2006,21147362.92,11643051,0,307913,191887,171339,12314190,13454019,0,355806,221733,197989,14229547,94.55,0,2.5,1.56,1.39
"Pepperell",2007,20994120.43,12216475,0,301068,189124,156924,12863591,13725697,0,338262,212488,176310,14452757,94.97,0,2.34,1.47,1.22
"Pepperell",2008,22492375.62,12554954,0,307424,250535,137179,13250092,13584411,0,332632,271078,148427,14336547,94.75,0,2.32,1.89,1.04
"Pepperell",2009,22842894.18,12921585,0,322317,270156,172982,13687040,14031023,0,349991,293351,187834,14862200,94.41,0,2.35,1.97,1.26
"Pepperell",2010,22909010.37,13864278,0,373714,336626,233765,14808383,14811703,0,399252,359630,249739,15820324,93.62,0,2.52,2.27,1.58
"Pepperell",2011,22841606.45,14307348,0,363582,321929,243304,15236163,14817337,0,376542,333404,251977,15779259,93.9,0,2.39,2.11,1.6
"Pepperell",2012,24300043.07,14753215,0,367193,335328,242187,15697923,14969314,0,372571,340240,245734,15927860,93.98,0,2.34,2.14,1.54
"Pepperell",2013,24800343.77,15441429,0,396368,351771,263690,16453258,15441429,0,396368,351771,263690,16453258,93.85,0,2.41,2.14,1.6
"Peru",2003,1205530.54,752673,0,42160,5706,24998,825537,952937,0,53378,7224,31649,1045188,91.17,0,5.11,0.69,3.03
"Peru",2004,1282600.29,836900,0,49553,6156,28982,921591,1032090,0,61110,7592,35741,1136533,90.81,0,5.38,0.67,3.14
"Peru",2005,1411545.22,857036,0,52669,5656,25073,940434,1022286,0,62824,6747,29907,1121765,91.13,0,5.6,0.6,2.67
"Peru",2006,1468994.74,1037384,0,73020,6246,26442,1143092,1198739,0,84378,7218,30555,1320889,90.75,0,6.39,0.55,2.31
"Peru",2007,1700871.75,1062560,0,73170,6296,28108,1170134,1193829,0,82209,7074,31580,1314692,90.81,0,6.25,0.54,2.4
"Peru",2008,1731966.47,1132174,0,69503,5589,25446,1232712,1225008,0,75202,6047,27532,1333790,91.84,0,5.64,0.45,2.06
"Peru",2009,1860258.2,1143230,0,77177,5702,31825,1257934,1241387,0,83803,6192,34557,1365939,90.88,0,6.14,0.45,2.53
"Peru",2010,1972463.46,1207090,0,61732,6032,38458,1313312,1289577,0,65950,6444,41086,1403058,91.91,0,4.7,0.46,2.93
"Peru",2011,1925151.86,1295428,0,51350,5800,38665,1391243,1341604,0,53180,6007,40043,1440834,93.11,0,3.69,0.42,2.78
"Peru",2012,1948004.28,1270416,0,53292,5886,42356,1371950,1289025,0,54073,5972,42976,1392046,92.6,0,3.88,0.43,3.09
"Peru",2013,2099149.05,1330176,0,58550,7082,45506,1441314,1330176,0,58550,7082,45506,1441314,92.29,0,4.06,0.49,3.16
"Petersham",2003,2772362.51,1476023,0,78807,7632,54076,1616538,1868749,0,99775,9663,68464,2046651,91.31,0,4.88,0.47,3.35
"Petersham",2004,3109010.42,1570778,0,69251,2911,44875,1687815,1937129,0,85402,3590,55341,2081463,93.07,0,4.1,0.17,2.66
"Petersham",2005,2879881.76,1674988,0,72796,3051,44686,1795521,1997953,0,86832,3639,53302,2141727,93.29,0,4.05,0.17,2.49
"Petersham",2006,3038294.77,1359449,0,57676,2450,35222,1454797,1570899,0,66647,2831,40700,1681077,93.45,0,3.96,0.17,2.42
"Petersham",2007,3169078.29,1581667,0,66236,2046,32231,1682180,1777066,0,74419,2299,36213,1889996,94.02,0,3.94,0.12,1.92
