Org Name,Org Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
New Bedford: Trinity Day Academy,02010510,Public School,Principal,Matthew Kravitz,181 Hillman Street,,New Bedford,MA,02740,508-997-4511,508-991-7483,"06,07,08,09,10,11,12"
New Bedford: Whaling City Junior/Senior High School,02010515,Public School,Principal,Arnold Chamanlal,455 County Street,,New Bedford,MA,02740,508-997-4511,508-991-7442,"06,07,08,09,10,11,12"
New Bedford: William H Taylor,02010135,Public School,Principal,Matthew Riley,620 Brock Avenue,,New Bedford,MA,02744,508-997-4511,508-991-7483,"K,01,02,03,04,05"
New Liberty Charter School of Salem (District): New Liberty Charter School of Salem,04670505,Charter School,Principal,Jessica Yurwitz,2 East India Square,Suite 200,Salem,MA,01970,978-825-3470,978-825-3475,"09,10,11,12"
New Salem-Wendell: Swift River,07280015,Public School,Principal,Kelley Sullivan,201 Wendell Rd,,New Salem,MA,01355,978-544-6926,978-544-2253,"PK,K,01,02,03,04,05,06"
Newburyport: Edward G. Molin Elementary School,02040030,Public School,Principal,Tara Rossi,70 Low Street,,Newburyport,MA,01950,978-463-8212,978-463-3280,"04,05"
Newburyport: Francis T Bresnahan Elementary,02040005,Public School,Principal,Kristina Davis,333 High Street,,Newburyport,MA,01950,978-465-4431,978-465-2112,"PK,K,01,02,03"
Newburyport: Newburyport High,02040505,Public School,Principal,Michael Parent,241 High Street,,Newburyport,MA,01950,978-465-4440,978-465-4439,"09,10,11,12"
Newburyport: Rupert A Nock Middle,02040305,Public School,Principal,Elizabeth Raucci,70 Low Street,,Newburyport,MA,01950,978-465-4447,978-465-4074,"06,07,08"
Newton: A E Angier,02070005,Public School,Principal,Loreta Lamberti,225 Nevada Street,(Angier at Carr),Newtonville,MA,02460,617-559-9300,617-559-2014,"K,01,02,03,04,05"
Newton: Bigelow Middle,02070305,Public School,Principal,Todd Harrison,42 Vernon St,,Newton,MA,02458,617-559-6800,617-552-7752,"06,07,08"
Newton: Bowen,02070015,Public School,Principal,Diana Guzzi,280 Cypress Street,,Newton Centre,MA,02459,617-559-9330,617-552-7363,"K,01,02,03,04,05"
Newton: C C Burr,02070020,Public School,Principal,Harminder Johal,171 Pine Street,,Auburndale,MA,02466,617-559-9360,617-552-5562,"K,01,02,03,04,05"
Newton: Cabot,02070025,Public School,Principal,Mary Lou DiBella,229 Cabot Street,,Newtonville,MA,02460,617-559-9400,617-552-5584,"K,01,02,03,04,05"
Newton: Charles E Brown Middle,02070310,Public School,Principal,John Jordan,125 Meadowbrook Rd,,Newton Centre,MA,02459,617-559-6900,617-552-5541,"06,07,08"
Newton: Countryside,02070040,Public School,Principal,Elizabeth Herlihy,191 Dedham Street,,Newton Highlands,MA,02461,617-559-9450,617-552-5583,"K,01,02,03,04,05"
Newton: F A Day Middle,02070315,Public School,Principal,Brian Turner,21 Minot PL,,Newtonville,MA,02460,617-559-9100,617-559-9103,"06,07,08"
Newton: Franklin,02070055,Public School,Principal,Elaine Harold,125 Derby Street,,West Newton,MA,02465,617-559-9500,617-552-5521,"K,01,02,03,04,05"
Newton: Horace Mann,02070075,Public School,Principal,Mark Nardelli,687 Watertown Street,,Newtonville,MA,02460,617-559-9510,617-559-2004,"K,01,02,03,04,05"
Newton: John Ward,02070120,Public School,Principal,Audrey Peller,10 Dolphin Rd,,Newton Centre,MA,02459,617-559-6450,617-552-5563,"K,01,02,03,04,05"
Newton: Lincoln-Eliot,02070070,Public School,Principal,Marcia Uretsky,191 Pearl Street,,Newton,MA,02458,617-559-9540,617-552-5558,"K,01,02,03,04,05"
Newton: Mason-Rice,02070080,Public School,Principal,Mark Springer,149 Pleasant Street,,Newton Centre,MA,02459,617-559-9570,617-552-7315,"K,01,02,03,04,05"
Newton: Memorial Spaulding,02070105,Public School,Principal,Lisa McManus,250 Brookline Street,,Newton Centre,MA,02459,617-559-9600,617-552-7944,"K,01,02,03,04,05"
Newton: Newton Early Childhood Center,02070108,Public School,Principal,Cynthia Bencal,100 Walnut Street,,Newtonville,MA,02460,617-559-6050,617-552-7013,PK
Newton: Newton North High,02070505,Public School,Principal,Mark Aronson,457 Walnut Street,,Newtonville,MA,02460,617-559-6200,617-559-6204,"09,10,11,12"
Newton: Newton South High,02070510,Public School,Principal,Joel Stembridge,140 Brandeis Rd,,Newton Centre,MA,02459,617-559-6500,617-559-6701,"09,10,11,12"
Newton: Oak Hill Middle,02070320,Public School,Principal,John Harutunian,130 Wheeler Road,,Newton Centre,MA,02459,617-559-9200,617-552-5547,"06,07,08"
Newton: Peirce,02070100,Public School,Principal,Auburn Chitty,170 Temple Street,,West Newton,MA,02465,617-559-9630,617-552-7318,"K,01,02,03,04,05"
Newton: Underwood,02070115,Public School,Principal,Kathleen Smith,101 Vernon Street,,Newton Corner,MA,02458,617-559-9660,617-552-5552,"K,01,02,03,04,05"
Newton: Williams,02070125,Public School,Principal,Ayesha Farag-Davis,141 Grove Street,,Auburndale,MA,02466,617-559-6480,617-559-2013,"K,01,02,03,04,05"
Newton: Zervas,02070130,Public School,Principal,Diana Beck,30 Beethoven Avenue,,Waban,MA,02468,617-559-6750,617-552-5546,"K,01,02,03,04,05"
Norfolk: Freeman-Kennedy School,02080005,Public School,Principal,Lisa Altham,70 Boardman Street,,Norfolk,MA,02056,508-528-1266,508-541-5495,"03,04,05,06"
Norfolk: H Olive Day,02080015,Public School,Principal,Linda Balfour,232 Main Street,,Norfolk,MA,02056,508-541-5475,508-541-5482,"PK,K,01,02"
Norfolk County Agricultural: Norfolk County Agricultural,09150705,Public School,Principal,Tammy Quinn,400 Main Street,,Walpole,MA,02081,508-668-0268,508-668-0612,"09,10,11,12"
North Adams: Brayton,02090035,Public School,Principal,John Franzoni,20 Brayton Hill Terrace,,North Adams,MA,01247,413-662-3260,413-662-3293,"PK,K,01,02,03,04,05,06,07"
North Adams: Drury High,02090505,Public School,Principal,Amy Meehan,1130 South Church Street,,North Adams,MA,01247,413-662-3240,413-662-3239,"08,09,10,11,12"
North Adams: Greylock,02090015,Public School,Principal,Sandra Cote,100 Phelps Avenue,,North Adams,MA,01247,413-662-3255,413-662-3033,"K,01,02,03,04,05,06,07"
North Adams: J S Sullivan,02090008,Public School,Principal,Shelley Fachini,151 Kemp Avenue,,North Adams,MA,01247,413-662-3250,413-662-3032,"K,01,02,03,04,05,06,07"
North Andover: Annie L Sargent School,02110018,Public School,Principal,Edward Foster,300 Abbott Street,,North Andover,MA,01845,978-725-3673,978-725-3678,"K,01,02,03,04,05"
North Andover: Atkinson,02110001,Public School,Principal,Greg Landry,111 Phillips Brks Rd,,North Andover,MA,01845,978-794-0124,978-794-2454,"PK,K,01,02,03,04,05"
North Andover: Franklin,02110010,Public School,Principal,Joseph Clarke,2 Cypress Terrace,,North Andover,MA,01845,978-794-1990,978-682-0240,"K,01,02,03,04,05"
North Andover: Kittredge,02110015,Public School,Principal,Richard Cushing,601 Main Street,,North Andover,MA,01845,978-794-1688,978-794-2514,"K,01,02,03,04,05"
North Andover: North Andover High,02110505,Public School,Principal,Carla Scuzzarella,430 Osgood Street,,North Andover,MA,01845,978-794-1711,978-688-3536,"09,10,11,12"
North Andover: North Andover Middle,02110305,Public School,Principal,Joan Mcquade,495 Main Street,,North Andover,MA,01845,978-794-1870,978-794-3619,"06,07,08"
North Andover: Thomson,02110020,Public School,Principal,Christopher Raymond,266 Waverly Rd,,North Andover,MA,01845,978-794-1545,978-794-2508,"K,01,02,03,04,05"
North Attleborough: Amvet Boulevard,02120007,Public School,Principal,Michelle McKeon,70 Amvet Boulevard,,North Attleborough,MA,02760,508-643-2155,508-643-2184,"K,01,02,03,04,05"
North Attleborough: Community,02120030,Public School,Principal,James Gaudette,45 South Washington Street,,North Attleborough,MA,02760,508-643-2148,508-643-2179,"K,01,02,03,04,05"
North Attleborough: Falls,02120010,Public School,Principal,George Gagnon,2 Jackson Street,,North Attleborough,MA,02760,508-643-2170,508-643-2185,"K,01,02,03,04,05"
North Attleborough: Joseph W Martin Jr Elementary,02120013,Public School,Principal,Danielle Klingaman,37 Landry Avenue,,North Attleborough,MA,02760,508-643-2140,508-643-2186,"K,01,02,03,04,05"
North Attleborough: North Attleboro High,02120505,Public School,Principal,Craig Juelis,1 Wilson W. Whitty Way,,North Attleborough,MA,02760,508-643-2115,508-643-2173,"09,10,11,12"
North Attleborough: North Attleborough Early Learning Center,02120020,Public School,Principal,Mary Perry,25 School Street,,North Attleborough,MA,02760,508-643-2145,508-643-2188,PK
North Attleborough: North Attleborough Middle,02120305,Public School,Principal,Victoria Ekk,564 Landry Avenue,,North Attleborough,MA,02760,508-643-2130,508-643-2134,"06,07,08"
North Attleborough: Roosevelt Avenue,02120015,Public School,Principal,John Quinn,108 Roosevelt Avenue,,North Attleborough,MA,02760,508-643-2151,508-643-2187,"K,01,02,03,04,05"
North Brookfield: North Brookfield Elementary,02150015,Public School,Principal,Michael Leander,10 New School Drive,,North Brookfield,MA,01535,508-867-8326,508-867-6255,"PK,K,01,02,03,04,05,06"
North Brookfield: North Brookfield High,02150505,Public School,Principal,William Evans,10 New School Drive,,North Brookfield,MA,01535,508-867-7131,508-867-3496,"07,08,09,10,11,12"
North Middlesex: Ashby Elementary,07350010,Public School,Principal,Anne Cromwell,911 Main Street,,Ashby,MA,01431,978-386-7266,978-386-0973,"K,01,02,03,04"
North Middlesex: Hawthorne Brook,07350030,Public School,Principal,Stephen Coughlan,64 Brookline Rd,,Townsend,MA,01469,978-597-6914,978-597-0354,"05,06,07,08"
North Middlesex: Nissitissit Middle School,07350310,Public School,Principal,Diane Gleason,33 Chace Avenue,,Pepperell,MA,01463,978-433-0114,978-433-0118,"05,06,07,08"
North Middlesex: North Middlesex Regional,07350505,Public School,Principal,Isaac Taylor,19 Main Street,,Townsend,MA,01469,978-597-8721,978-597-0350,"09,10,11,12"
North Middlesex: Peter Fitzpatrick School,07350515,Public School,Principal,Pauline Cormier,4 Main Street,,Pepperell,MA,01463,978-433-2787,978-433-8880,
North Middlesex: Spaulding Memorial,07350005,Public School,Principal,Becky Janda,1 Whitcomb Street,,Townsend,MA,01469,978-597-0380,978-597-0386,"K,01,02,03,04"
North Middlesex: Squannacook Early Childhood Center,07350002,Public School,Principal,Anne Cromwell,66 Brookline Road,,Townsend,MA,01469,978-597-3085,978-597-0285,PK
North Middlesex: Varnum Brook,07350035,Public School,Principal,Tara Hanley,10 Hollis Street,,Pepperell,MA,01463,978-433-6722,978-433-8140,"K,01,02,03,04"
North Reading: E Ethel Little School,02170003,Public School,Principal,Christine Molle,7 Barberry Lane,,North Reading,MA,01864,978-664-7820,978-664-3081,"PK,K,01,02,03,04,05"
North Reading: J Turner Hood,02170010,Public School,Principal,Glen McKay,298A Haverhill St,,North Reading,MA,01864,978-664-7817,978-664-7805,"PK,K,01,02,03,04,05"
North Reading: L D Batchelder,02170005,Public School,Principal,Sean Killeen,175 Park Street,,North Reading,MA,01864,978-664-7814,978-664-7819,"K,01,02,03,04,05"
North Reading: North Reading High,02170505,Public School,Principal,Anthony Loprete,19 Sherman Rd,,North Reading,MA,01864,978-664-7800,978-664-7826,"09,10,11,12"
North Reading: North Reading Middle,02170305,Public School,Principal,Cathy O'Connell,191 Park Street,,North Reading,MA,01864,978-664-7806,978-276-0679,"06,07,08"
Northampton: Bridge Street,02100005,Public School,Principal,Beth Choquette,2 Parsons Street,,Northampton,MA,01060,413-587-1460,413-587-1474,"PK,K,01,02,03,04,05"
Northampton: Jackson Street,02100020,Public School,Principal,Gwen Agna,120 Jackson Street,,Northampton,MA,01060,413-587-1510,413-587-1524,"K,01,02,03,04,05"
Northampton: John F Kennedy Middle School,02100410,Public School,Principal,Lesley Wilson,100 Bridge Rd,,Florence,MA,01062,413-587-1489,413-587-1495,"06,07,08"
Northampton: Leeds,02100025,Public School,Principal,Sal Canata,20 Florence Street,,Leeds,MA,01053,413-587-1531,413-587-1539,"K,01,02,03,04,05"
Northampton: Northampton High,02100505,Public School,Principal,Bryan Lombardi,380 Elm Street,,Northampton,MA,01060,413-587-1346,413-587-1374,"09,10,11,12"
Northampton: R. K. Finn Ryan Road,02100029,Public School,Principal,Sarah Madden,498 Ryan Rd,,Florence,MA,01062,413-587-1550,413-587-1561,"K,01,02,03,04,05"
Northampton-Smith Vocational Agricultural: Smith Vocational and Agricultural High,04060705,Public School,Principal,Andrew Linkenhoker,80 Locust Street,,Northampton,MA,01060,413-587-1414,413-587-1406,"09,10,11,12"
Northboro-Southboro: Algonquin Regional High,07300505,Public School,Principal,Thomas Mead,79 Bartlett Street,,Northborough,MA,01532,508-351-7010,508-393-9226,"09,10,11,12"
Northborough: Fannie E Proctor,02130015,Public School,Principal,Alana Cyr,26 Jefferson Rd,,Northborough,MA,01532,508-351-7040,508-351-7007,"K,01,02,03,04,05"
Northborough: Lincoln Street,02130003,Public School,Principal,Jennifer Parson,76 Lincoln Street,,Northborough,MA,01532,508-351-7030,508-351-7033,"K,01,02,03,04,05"
Northborough: Marguerite E Peaslee,02130014,Public School,Principal,Jill Barnhardt,31 Maple Street,,Northborough,MA,01532,508-351-7035,508-351-7037,"K,01,02,03,04,05"
Northborough: Marion E Zeh,02130020,Public School,Principal,Susan Whitten,33 Howard Street,,Northborough,MA,01532,508-351-7048,508-393-5125,"PK,K,01,02,03,04,05"
Northborough: Robert E. Melican Middle School,02130305,Public School,Principal,Michelle Karb,145 Lincoln Street,,Northborough,MA,01532,508-351-7020,508-351-7006,"06,07,08"
Northbridge: Northbridge Elementary,02140005,Public School,Principal,Jill Healy,30 Cross Street,,Whitinsville,MA,01588,508-234-6346,508-234-8499,"PK,K,01"
Northbridge: Northbridge High,02140505,Public School,Principal,Michael Gauthier,427 Linwood Avenue,,Whitinsville,MA,01588,508-234-6221,508-234-0802,"09,10,11,12"
Northbridge: Northbridge Middle,02140305,Public School,Principal,Jennifer Sauter,171 Linwood Avenue,,Whitinsville,MA,01588,508-234-8718,508-234-9718,"05,06,07,08"
Northbridge: W Edward Balmer,02140001,Public School,Principal,Karlene Ross,21 Crescent Street,,Whitinsville,MA,01588,508-234-8161,508-234-0808,"02,03,04"
Northeast Metropolitan Regional Vocational Technical: Northeast Metro Regional Vocational,08530605,Public School,Principal,David DiBarri,100 Hemlock Rd,,Wakefield,MA,01880,781-246-0810,781-246-4919,"09,10,11,12"
Northern Berkshire Regional Vocational Technical: Charles McCann Vocational Technical,08510605,Public School,Principal,Justin Kratz,70 Hodges Cross Rd,,North Adams,MA,01247,413-663-5383,413-664-9424,"09,10,11,12"
Norton: Henri A. Yelle,02180060,Public School,Principal,Anthony Difonso,64 West Main Street,,Norton,MA,02766,508-285-0190,508-285-0187,"04,05"
Norton: J C Solmonese,02180015,Public School,Principal,Riitta Bolton,315 West Main Street,,Norton,MA,02766,508-285-0120,508-285-0130,"K,01,02,03"
Norton: L G Nourse Elementary,02180010,Public School,Principal,Catherine Luke,38 Plain Street,,Norton,MA,02766,508-285-0110,508-285-0109,"PK,K,01,02,03"
Norton: Norton High,02180505,Public School,Principal,Megan Lafayette,66 West Main Street,,Norton,MA,02766,508-285-0160,508-286-2667,"09,10,11,12"
Norton: Norton Middle,02180305,Public School,Principal,Vincent Hayward,215 West Main Street,,Norton,MA,02766,508-285-0140,508-286-9457,"06,07,08"
Norwell: Grace Farrar Cole,02190005,Public School,Principal,Eliza Burns,81 High Street,,Norwell,MA,02061,781-659-8823,781-878-6936,"PK,K,01,02,03,04,05"
Norwell: Norwell High,02190505,Public School,Principal,William Fish,18 South Street,,Norwell,MA,02061,781-659-8810,781-659-1824,"09,10,11,12"
Norwell: Norwell Middle School,02190405,Public School,Principal,Derek Sulc,328 Main Street,,Norwell,MA,02061,781-659-8814,781-659-8822,"06,07,08"
Norwell: William G Vinal,02190020,Public School,Principal,Patrick Lenz,102 Old Oaken Bucket Road,,Norwell,MA,02061,781-659-8820,781-659-8812,"PK,K,01,02,03,04,05"
Norwood: Balch,02200005,Public School,Principal,Jean Selines,1168 Washington Street,PO Box 67,Norwood,MA,02062,781-762-0694,781-255-5610,"01,02,03,04,05"
Norwood: Charles J Prescott,02200025,Public School,Principal,Brianne Killion,66 Richland Road,PO Box 67,Norwood,MA,02062,781-762-6497,781-255-7028,"K,01,02,03,04,05"
Norwood: Cornelius M Callahan,02200010,Public School,Principal,Robert Griffin,90 Garfield Avenue,PO Box 67,Norwood,MA,02062,781-762-0693,781-255-5611,"01,02,03,04,05"
Norwood: Dr. Philip O. Coakley Middle School,02200305,Public School,Principal,Jacqueline Mann,1315 Washington Street,PO Box 67,Norwood,MA,02062,781-762-7880,781-255-5630,"06,07,08"
Norwood: F A Cleveland,02200015,Public School,Principal,Nancy Coppola,33 George Willett Parkway,PO Box 67,Norwood,MA,02062,781-762-6522,781-255-7317,"01,02,03,04,05"
Norwood: George F. Willett,02200075,Public School,Principal,Diane Ferreira,100 Westover Parkway,PO Box 67,Norwood,MA,02062,781-762-6805,--,"PK,K"
Norwood: John P Oldham,02200020,Public School,Principal,Wesley Manaday,165 Prospect Street,,Norwood,MA,02062,781-769-2417,781-255-7007,"01,02,03,04,05"
Norwood: Norwood High,02200505,Public School,Principal,Jonathan Bourn,245 Nichols Street,PO Box 67,Norwood,MA,02062,781-769-2333,781-762-0826,"09,10,11,12"
Oak Bluffs: Oak Bluffs Elementary,02210005,Public School,Principal,John Rizzo,PO Box 1325,,Oak Bluffs,MA,02557,508-693-0951,508-693-5189,"PK,K,01,02,03,04,05,06,07,08"
Old Colony Regional Vocational Technical: Old Colony Regional Vocational Technical,08550605,Public School,Principal,Karen Guenette,476 North Avenue,,Rochester,MA,02770,508-763-8011,508-763-9821,"09,10,11,12"
Old Rochester: Old Rochester Regional High,07400505,Public School,Principal,Michael Devoll,135 Marion Rd,,Mattapoisett,MA,02739,508-758-3745,508-758-3167,"09,10,11,12"
Old Rochester: Old Rochester Regional Jr High,07400405,Public School,Principal,Kevin Brogioli,133 Marion Rd,,Mattapoisett,MA,02739,508-758-4928,508-758-6021,"07,08"
Orange: Dexter Park,02230010,Public School,Principal,Chris Dodge,3 Dexter St,,Orange,MA,01364,978-544-6080,978-544-1123,"03,04,05,06"
Orange: Fisher Hill,02230015,Public School,Principal,Maureen Donelan,59 Dexter Street,,Orange,MA,01364,978-544-0018,978-544-5703,"PK,K,01,02"
Orleans: Orleans Elementary,02240005,Public School,Principal,Elaine Pender-Bokanovich,46 Eldredge Pkwy,,Orleans,MA,02653,508-255-0380,508-255-7943,"K,01,02,03,04,05"
Oxford: Alfred M Chaffee,02260010,Public School,Principal,Robin Parmley,9 Clover Street,,Oxford,MA,01540,508-987-6057,508-987-5828,"PK,K,01,02"
Oxford: Clara Barton,02260005,Public School,Principal,Stephen Baroni,25 Depot Road,,Oxford,MA,01540,508-987-6066,508-987-2364,"03,04"
Oxford: Oxford High,02260505,Public School,Principal,Ross Thibault,495 Main Street,,Oxford,MA,01540,508-987-6081,508-987-6083,"09,10,11,12"
Oxford: Oxford Middle,02260405,Public School,Principal,David Cornacchioli,497 Main Street,,Oxford,MA,01540,508-987-6074,508-987-2588,"05,06,07,08"
