"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed"
"Bedford","Middlesex","MA",2010,2115408335,4837900,271250635,293984600,70454100,2755935570,76.93,23.07,2328359725,5324916,298556569,323579089,77546489,3033366788
"Bedford","Middlesex","MA",2011,2144152098,4100100,245573546,267001600,91248060,2752075404,78.06,21.94,2287782521,4374754,262023793,284887249,97360498,2936428816
"Bedford","Middlesex","MA",2012,2175568303,2389400,238704348,254422200,84509094,2755593345,79.04,20.96,2274238968,2497769,249530538,265961258,88341917,2880570450
"Bedford","Middlesex","MA",2013,2175812786,2285600,241737565,265814100,86205320,2771855371,78.58,21.42,2241659617,2354769,249053292,273858458,88814160,2855740296
"Bedford","Middlesex","MA",2014,2277053784,1655600,238547547,267781100,78584090,2863622121,79.57,20.43,2308516016,1678476,241843577,271481053,79669893,2903189014
"Bedford","Middlesex","MA",2015,2481147650,1504000,261843995,299696982,112899300,3157091927,78.64,21.36,2512447647,1522973,265147191,303477698,114323539,3196919049
"Bedford","Middlesex","MA",2016,2515184292,1504000,264055021,301559214,112390400,3194692927,78.78,21.22,2515184292,1504000,264055021,301559214,112390400,3194692927
"Bedford","Middlesex","MA",2017,2729119905,0,332255720,255814200,107305000,3424494825,79.69,20.31,2729119905,0,332255720,255814200,107305000,3424494825
"Belmont","Middlesex","MA",2003,4138059250,0,202556750,14692000,19811400,4375119400,94.58,5.42,5397626013,0,264212162,19164037,25841710,5706843923
"Belmont","Middlesex","MA",2004,4509578650,0,220926600,15103000,20750100,4766358350,94.61,5.39,5729647660,0,280698414,19189125,26364051,6055899251
"Belmont","Middlesex","MA",2005,4732665050,0,219980200,15107000,19200600,4986952850,94.9,5.1,5816040659,0,270336855,18565211,23595896,6128538621
"Belmont","Middlesex","MA",2006,5039271150,0,229782600,15137000,20368300,5304559050,95,5,5999307296,0,273558693,18020764,24248683,6315135436
"Belmont","Middlesex","MA",2007,5283312300,0,254251700,15363000,22430490,5575357490,94.76,5.24,6115654017,0,294306931,17783312,25964226,6453708487
"Belmont","Middlesex","MA",2008,5027252200,0,251670800,15256000,24999160,5319178160,94.51,5.49,5604082241,0,280547664,17006483,27867579,5929503967
"Belmont","Middlesex","MA",2009,4953235800,0,254486500,15350000,34584870,5257657170,94.21,5.79,5541287818,0,284699336,17172364,38690813,5881850331
"Belmont","Middlesex","MA",2010,4978131700,0,258278600,15023000,39696440,5291129740,94.08,5.92,5479264294,0,284278680,16535317,43692554,5823770846
"Belmont","Middlesex","MA",2011,4798063350,0,255584750,15061000,41983850,5110692950,93.88,6.12,5119471459,0,272705618,16069892,44796224,5453043193
"Belmont","Middlesex","MA",2012,4917670640,0,256796660,14920000,44123190,5233510490,93.97,6.03,5140706540,0,268443409,15596681,46124352,5470870982
"Belmont","Middlesex","MA",2013,5099153850,0,247718551,14905000,43888150,5405665551,94.33,5.67,5253470031,0,255215281,15356071,45216341,5569257725
"Belmont","Middlesex","MA",2014,5172953450,0,249396951,13254000,45410760,5481015161,94.38,5.62,5244428556,0,252842888,13437132,46038204,5556746780
"Belmont","Middlesex","MA",2015,5593604600,0,276302801,15552000,42279890,5927739291,94.36,5.64,5664168643,0,279788396,15748190,42813256,6002518486
"Belmont","Middlesex","MA",2016,6251032750,0,286412551,15888000,45034710,6598368011,94.74,5.26,6251032750,0,286412551,15888000,45034710,6598368011
"Belmont","Middlesex","MA",2017,6389691750,0,285780354,15622000,49129680,6740223784,94.8,5.2,6389691750,0,285780354,15622000,49129680,6740223784
"Billerica","Middlesex","MA",2003,3180590770,0,224077582,822790604,95571300,4323030256,73.57,26.43,4148717657,0,292283632,1073236437,124661853,5638899580
"Billerica","Middlesex","MA",2004,3541410084,0,232304884,827813321,157593400,4759121689,74.41,25.59,4499540551,0,295155099,1051778675,200230382,6046704707
"Billerica","Middlesex","MA",2005,3860877489,0,230654514,845807004,122456900,5059795907,76.31,23.69,4744688292,0,283454675,1039424483,150489059,6218056509
"Billerica","Middlesex","MA",2006,4327960099,0,257472157,850417964,116241700,5552091920,77.95,22.05,5152483728,0,306523413,1012431866,138387012,6609826019
"Billerica","Middlesex","MA",2007,4395344104,0,263444027,860182264,154054900,5673025295,77.48,22.52,5087793850,0,304947433,995696794,178324963,6566763039
"Billerica","Middlesex","MA",2008,4479757648,0,275084134,883712487,160118800,5798673069,77.25,22.75,4993767824,0,306647458,985110207,178490931,6464016420
"Billerica","Middlesex","MA",2009,4378959144,0,295651732,875847750,165368600,5715827226,76.61,23.39,4898832590,0,330751736,979829078,185001289,6394414693
"Billerica","Middlesex","MA",2010,4173919992,0,285073046,836441405,157851000,5453285443,76.54,23.46,4594095166,0,313770438,920643286,173741355,6002250245
"Billerica","Middlesex","MA",2011,4055865760,0,285018359,778716505,198334700,5317935324,76.27,23.73,4327556242,0,304110898,830880426,211620556,5674168123
"Billerica","Middlesex","MA",2012,4028188156,0,267021783,783082034,222198700,5300490673,76,24,4210882492,0,279132282,818597915,232276294,5540888982
"Billerica","Middlesex","MA",2013,4006737103,0,268594743,782113174,224326400,5281771420,75.86,24.14,4127993372,0,276723251,805782340,231115211,5441614174
"Billerica","Middlesex","MA",2014,4111292472,0,279500240,811243774,257054000,5459090486,75.31,24.69,4168098525,0,283362117,822452793,260605735,5534519170
"Billerica","Middlesex","MA",2015,4197191891,0,299621723,823931899,263832900,5584578413,75.16,24.84,4250140008,0,303401490,834325906,267161186,5655028589
"Billerica","Middlesex","MA",2016,4315444301,0,318810014,865117927,283367000,5782739242,74.63,25.37,4315444301,0,318810014,865117927,283367000,5782739242
"Billerica","Middlesex","MA",2017,4449517736,0,356639136,911747709,289018500,6006923081,74.07,25.93,4449517736,0,356639136,911747709,289018500,6006923081
"Boxborough","Middlesex","MA",2003,656587806,0,75740920,118246490,7374610,857949826,76.53,23.47,856443856,0,98795386,154239051,9619337,1119097630
"Boxborough","Middlesex","MA",2004,668458861,0,81433421,123734762,8577870,882204914,75.77,24.23,849310777,0,103465278,157211271,10898617,1120885944
"Boxborough","Middlesex","MA",2005,708686571,0,80829539,128815714,8866140,927197964,76.43,23.57,870915196,0,99332592,158303498,10895728,1139447014
"Boxborough","Middlesex","MA",2006,782105788,0,84876375,142770314,10044100,1019796577,76.69,23.31,931105475,0,101046251,169969617,11957611,1214078954
"Boxborough","Middlesex","MA",2007,796389798,0,80697358,141013607,9994460,1028095223,77.46,22.54,921854358,0,93410553,163229123,11569004,1190063037
"Boxborough","Middlesex","MA",2008,811347716,0,85080563,141119639,14647710,1052195628,77.11,22.89,904442257,0,94842760,157311794,16328397,1172925208
"Boxborough","Middlesex","MA",2009,784289120,0,90390037,145949404,18360190,1038988751,75.49,24.51,877400536,0,101121213,163276631,20539926,1162338306
"Boxborough","Middlesex","MA",2010,722063119,0,81176198,138354394,19737030,961330741,75.11,24.89,794750903,0,89347946,152282088,21723894,1058104832
"Boxborough","Middlesex","MA",2011,716783627,0,74329816,129915715,22556930,943586088,75.96,24.04,764798848,0,79308951,138618385,24067952,1006794136
"Boxborough","Middlesex","MA",2012,711519586,0,75754031,128070575,28972060,944316252,75.35,24.65,743789826,0,79189777,133879084,30286058,987144745
"Boxborough","Middlesex","MA",2013,711136122,0,77494492,126975375,29343438,944949427,75.26,24.74,732657303,0,79839715,130818043,30231461,973546522
"Boxborough","Middlesex","MA",2014,705315134,0,75493992,129656875,30266632,940732633,74.98,25.02,715060529,0,76537098,131448354,30684828,953730810
"Boxborough","Middlesex","MA",2015,739270008,0,74982861,129891560,32854874,976999303,75.67,24.33,748595994,0,75928779,131530159,33269342,989324275
"Boxborough","Middlesex","MA",2016,774674620,0,83321803,124411197,35694786,1018102406,76.09,23.91,774674620,0,83321803,124411197,35694786,1018102406
"Boxborough","Middlesex","MA",2017,809814667,0,81195715,124597990,38367652,1053976024,76.83,23.17,809814667,0,81195715,124597990,38367652,1053976024
"Burlington","Middlesex","MA",2003,2286662934,0,1153652451,178026500,120924890,3739266775,61.15,38.85,2982690820,0,1504807955,232215251,157732718,4877446744
"Burlington","Middlesex","MA",2004,2505182556,0,1049436629,242097600,149268592,3945985377,63.49,36.51,3182961089,0,1333362292,307597240,189653293,5013573914
"Burlington","Middlesex","MA",2005,2705838231,0,948607334,236666200,129753280,4020865045,67.29,32.71,3325243811,0,1165757299,290842523,159455686,4941299318
"Burlington","Middlesex","MA",2006,3006687085,0,937510580,224742100,110817230,4279756995,70.25,29.75,3579493786,0,1116116576,267557923,131929122,5095097406
"Burlington","Middlesex","MA",2007,3153355610,0,1021337855,230982000,109074580,4514750045,69.85,30.15,3650140444,0,1182241102,267371285,126258369,5226011199
"Burlington","Middlesex","MA",2008,3100676555,0,1204863610,190844300,115680810,4612065275,67.23,32.77,3456450110,0,1343110409,212741894,128954098,5141256510
"Burlington","Middlesex","MA",2009,3101128425,0,1383575440,202918400,132268300,4819890565,64.34,35.66,3469296811,0,1547834596,227009031,147971296,5392111733
"Burlington","Middlesex","MA",2010,2938363015,0,1267650950,176476500,136843360,4519333825,65.02,34.98,3234158620,0,1395261316,194241825,150618943,4974280705
"Burlington","Middlesex","MA",2011,2880926535,0,1276438427,173181200,138221020,4468767182,64.47,35.53,3073911304,0,1361943272,184782098,147480038,4768116712
"Burlington","Middlesex","MA",2012,2948417550,0,1340593248,178475200,131561270,4599047268,64.11,35.89,3082139999,0,1401394478,186569759,137528096,4807632332
"Burlington","Middlesex","MA",2013,2981261150,0,1366644948,177084100,138298620,4663288818,63.93,36.07,3071483342,0,1408003855,182443213,142483964,4804414374
"Burlington","Middlesex","MA",2014,3040672350,0,1405152603,171648200,149821880,4767295033,63.78,36.22,3082685560,0,1424567707,174019877,151891981,4833165125
"Burlington","Middlesex","MA",2015,3318511275,0,1641350579,177610700,152236170,5289708724,62.74,37.26,3360374722,0,1662056428,179851282,154156649,5356439081
"Burlington","Middlesex","MA",2016,3396245775,0,1805825709,171725500,161002910,5534799894,61.36,38.64,3396245775,0,1805825709,171725500,161002910,5534799894
"Burlington","Middlesex","MA",2017,3604357624,0,1899398165,177095736,165475930,5846327455,61.65,38.35,3604357624,0,1899398165,177095736,165475930,5846327455
"Cambridge","Middlesex","MA",2003,10819610842,0,5098026024,1465171700,367927030,17750735596,60.95,39.05,14112947496,0,6649793108,1911149262,479918819,23153808686
"Cambridge","Middlesex","MA",2004,12157499831,0,4817575569,1807628600,443868680,19226572680,63.23,36.77,15446718168,0,6120973317,2296683522,563957598,24428332606
"Cambridge","Middlesex","MA",2005,13871143472,0,4979978681,2029558921,467319450,21348000524,64.98,35.02,17046449213,0,6119967964,2494154367,574295644,26234867188
"Cambridge","Middlesex","MA",2006,13961700133,0,4929916582,2350438485,604842810,21846898010,63.91,36.09,16621556368,0,5869119490,2798222666,720071966,26008970490
"Cambridge","Middlesex","MA",2007,14135494855,0,4929254804,2443044985,659340690,22167135334,63.77,36.23,16362423984,0,5705817720,2827926314,763214308,25659382325
"Cambridge","Middlesex","MA",2008,14426863938,0,5541379658,2836456180,736495790,23541195566,61.28,38.72,16082211270,0,6177201003,3161912925,821001775,26242326973
"Cambridge","Middlesex","MA",2009,14650543720,0,5606217089,2851077812,768220000,23876058621,61.36,38.64,16389867699,0,6271791555,3189559994,859423678,26710642926
"Cambridge","Middlesex","MA",2010,14894312603,0,5560488691,2905823212,911076100,24271700606,61.36,38.64,16393675409,0,6120245301,3198343140,1002791217,26715055065
"Cambridge","Middlesex","MA",2011,14823583710,0,5528883160,2849991288,959619440,24162077598,61.35,38.65,15816571851,0,5899246732,3040903796,1023901515,25780623894
"Cambridge","Middlesex","MA",2012,15018134067,0,5492364037,2985476645,950980250,24446954999,61.43,38.57,15699266109,0,5741464565,3120879871,994110982,25555721528
"Cambridge","Middlesex","MA",2013,15566609253,0,5405660055,3171456253,1070246940,25213972501,61.74,38.26,16037703040,0,5569252063,3267434337,1102635926,25977025365
"Cambridge","Middlesex","MA",2014,16642348024,0,5936084416,3503030118,1080186230,27161648788,61.27,38.73,16872296660,0,6018103763,3551431762,1095111248,27536943433
"Cambridge","Middlesex","MA",2015,18562023898,0,6577555346,3913738477,1089862800,30143180521,61.58,38.42,18796186222,0,6660532054,3963110792,1103611560,30523440628
"Cambridge","Middlesex","MA",2016,21583664356,0,7187358349,4686764025,1222273950,34680060680,62.24,37.76,21583664356,0,7187358349,4686764025,1222273950,34680060680
"Cambridge","Middlesex","MA",2017,24497668162,0,7998123445,5747325311,1386831270,39629948188,61.82,38.18,24497668162,0,7998123445,5747325311,1386831270,39629948188
"Carlisle","Middlesex","MA",2003,966679484,498200,5928324,2331082,8305020,983742110,98.32,1.68,1260923059,649845,7732822,3040630,10832951,1283179308
"Carlisle","Middlesex","MA",2004,1235963436,496000,6998594,2902515,8971246,1255331791,98.5,1.5,1570354031,630193,8892067,3687792,11398422,1594962505
"Carlisle","Middlesex","MA",2005,1252115427,496000,6629053,2902515,9716515,1271859510,98.49,1.51,1538742792,609542,8146539,3566943,11940766,1563006582
"Carlisle","Middlesex","MA",2006,1269329227,496000,6592963,2902515,10291339,1289612044,98.47,1.53,1511150297,590493,7848994,3455476,12251951,1535297212
"Carlisle","Middlesex","MA",2007,1427279293,545100,9937638,1402200,10750209,1449914440,98.48,1.52,1652135222,630976,11503230,1623105,12443815,1678336348
"Carlisle","Middlesex","MA",2008,1439944918,545100,10003267,1402200,11303040,1463198525,98.45,1.55,1605165093,607645,11151048,1563089,12599958,1631086833
"Carlisle","Middlesex","MA",2009,1365217612,440000,8743302,1402200,12545573,1388348687,98.37,1.63,1527297312,492237,9781314,1568670,14034993,1553174526
"Carlisle","Middlesex","MA",2010,1361355522,0,9859060,1320700,13206208,1385741490,98.24,1.76,1498398828,0,10851540,1453651,14535635,1525239653
"Carlisle","Middlesex","MA",2011,1275454713,0,9191648,1251400,15387468,1301285229,98.01,1.99,1360893661,0,9807369,1335228,16418229,1388454487
"Carlisle","Middlesex","MA",2012,1232106185,0,8696439,1206800,15698222,1257707646,97.96,2.04,1287987095,0,9090857,1261533,16410199,1314749684
"Carlisle","Middlesex","MA",2013,1203875095,0,6840594,1167200,15964822,1227847711,98.05,1.95,1240308082,0,7047612,1202523,16447967,1265006184
"Carlisle","Middlesex","MA",2014,1215263695,0,6840481,1167200,15650616,1238921992,98.09,1.91,1232055089,0,6934996,1183327,15866862,1256040275
"Carlisle","Middlesex","MA",2015,1237118095,0,7389704,1167200,15663173,1261338172,98.08,1.92,1252724499,0,7482926,1181924,15860766,1277250116
"Carlisle","Middlesex","MA",2016,1410244810,0,7983362,1177400,16536820,1435942392,98.21,1.79,1410244810,0,7983362,1177400,16536820,1435942392
"Carlisle","Middlesex","MA",2017,1430419410,0,7726949,1177400,17341739,1456665498,98.2,1.8,1430419410,0,7726949,1177400,17341739,1456665498
"Chelmsford","Middlesex","MA",2003,3060333700,0,298637000,282636700,150274863,3791882263,80.71,19.29,3991856034,0,389537883,368667318,196016408,4946077643
"Chelmsford","Middlesex","MA",2004,3526913445,0,324606255,293886400,135887852,4281293952,82.38,17.62,4481121838,0,412428658,373397529,172652386,5439600410
"Chelmsford","Middlesex","MA",2005,3673220370,0,342545130,297579500,137551140,4450896140,82.53,17.47,4514073740,0,420958674,365699760,169038589,5469770762
"Chelmsford","Middlesex","MA",2006,3990418615,0,359650485,310658100,147499890,4808227090,82.99,17.01,4750636907,0,428167827,369841858,175600229,5724246821
"Chelmsford","Middlesex","MA",2007,4422816500,0,404853100,394778300,142045490,5364493390,82.45,17.55,5119594292,0,468634324,456972323,164423570,6209624510
"Chelmsford","Middlesex","MA",2008,4278795190,0,426018710,407575500,135819800,5248209200,81.53,18.47,4769746809,0,474900361,454340966,151403848,5850391985
"Chelmsford","Middlesex","MA",2009,4082445805,0,424149480,408552600,155871260,5071019145,80.51,19.49,4567116956,0,474504837,457056283,174376418,5673054494
"Chelmsford","Middlesex","MA",2010,3913682175,0,399855510,391746900,150144440,4855429025,80.6,19.4,4307660040,0,440107685,431182807,165259000,5344209533
"Chelmsford","Middlesex","MA",2011,3655491245,0,378158075,365978600,167426070,4567053990,80.04,19.96,3900361819,0,403489769,390494427,178641448,4872987463
"Chelmsford","Middlesex","MA",2012,3632053345,0,361409675,345789000,175669300,4514921320,80.45,19.55,3796781393,0,377801040,361471905,183636601,4719690938
"Chelmsford","Middlesex","MA",2013,3603918180,0,353189440,334358600,187203250,4478669470,80.47,19.53,3712983901,0,363878046,344477326,192868600,4614207873
"Chelmsford","Middlesex","MA",2014,3579764098,0,373249225,339759700,144341110,4437114133,80.68,19.32,3629225981,0,378406439,344454187,146335483,4498422089
"Chelmsford","Middlesex","MA",2015,3751821126,0,381934290,358288100,160390410,4652433926,80.64,19.36,3799150833,0,386752440,362807951,162413756,4711124980
"Chelmsford","Middlesex","MA",2016,4014794476,0,416205740,373485500,171567290,4976053006,80.68,19.32,4014794476,0,416205740,373485500,171567290,4976053006
"Chelmsford","Middlesex","MA",2017,4275711081,0,423505335,382908200,169535300,5251659916,81.42,18.58,4275711081,0,423505335,382908200,169535300,5251659916
"Concord","Middlesex","MA",2003,3937054189,0,323454548,84527400,63265670,4408301807,89.31,10.69,5135437852,0,421909542,110256346,82522846,5750126586
