Municipal,Fiscal_Year,Total_Budget,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total_Levy,Inflation_Adjusted_Residential,Inflation_Adjusted_Open_Space,Inflation_Adjusted_Commercial,Inflation_Adjusted_Industrial,Inflation_Adjusted_Personal_Property,Inflation_Adjusted_Total_Levy,Percentage_of_Residential,Percentage_of_Open_Space,Percentage_of_Commercial,Percentage_of_Industrial,Percentage_of_Personal_Property,Total_Levy_Pct_Change,Total_Levy_Million,Residential_Million,Open_Space_Million,Commercial_Million,Industrial_Million,Personal_Property_Million
New Braintree,2013,2171714.66,1653161,0,67795,57,40335,1761348,1781961,0,73077,61,43478,1898577,93.86,0,3.85,0,2.29,36.1,1.9,1.78,0,0.07,0,0.04
New Braintree,2014,2197456,1694987,0,67367,59,39773,1802186,1797881,0,71456,63,42187,1911587,94.05,0,3.74,0,2.21,37,1.91,1.8,0,0.07,0,0.04
New Braintree,2015,2330806,1694684,0,65797,58,37789,1798328,1795428,0,69708,61,40035,1905234,94.24,0,3.66,0,2.1,36.6,1.91,1.8,0,0.07,0,0.04
New Braintree,2016,2286182,1723574,0,68160,63,36099,1827896,2060891,0,81499,75,43164,2185629,94.29,0,3.73,0,1.97,56.7,2.19,2.06,0,0.08,0,0.04
New Braintree,2017,2404125,1772718,0,74270,65,40037,1887090,1816016,0,76084,67,41015,1933182,93.94,0,3.94,0,2.12,38.6,1.93,1.82,0,0.08,0,0.04
New Braintree,2018,2404960,1847610,0,68362,3761,46535,1966268,1847610,0,68362,3761,46535,1966268,93.97,0,3.48,0.19,2.37,40.9,1.97,1.85,0,0.07,0,0.05
New Marlborough,2003,2864024.37,2140941,874,106605,10532,52853,2311805,2921768,1193,145485,14373,72129,3154948,92.61,0.04,4.61,0.46,2.29,0,3.15,2.92,0,0.15,0.01,0.07
New Marlborough,2004,3172763.32,2329189,0,113956,10848,29823,2483816,3096218,0,151483,14420,39644,3301766,93.77,0,4.59,0.44,1.2,4.7,3.3,3.1,0,0.15,0.01,0.04
New Marlborough,2005,3307786.86,2434340,0,121419,11190,32345,2599294,3129953,0,156114,14388,41588,3342043,93.65,0,4.67,0.43,1.24,5.9,3.34,3.13,0,0.16,0.01,0.04
New Marlborough,2006,3467921.29,2789618,0,138930,13460,30997,2973005,3474666,0,173047,16765,38609,3703087,93.83,0,4.67,0.45,1.04,17.4,3.7,3.47,0,0.17,0.02,0.04
New Marlborough,2007,3576629.19,2717268,0,131794,11686,27660,2888408,3290819,0,159613,14153,33498,3498083,94.07,0,4.56,0.4,0.96,10.9,3.5,3.29,0,0.16,0.01,0.03
New Marlborough,2008,4123650.33,3017951,0,144662,12861,31115,3206589,3519824,0,168719,15000,36289,3739832,94.12,0,4.51,0.4,0.97,18.5,3.74,3.52,0,0.17,0.02,0.04
New Marlborough,2009,4540376.22,3391560,0,156842,15539,46448,3610389,3969686,0,183577,18188,54366,4225816,93.94,0,4.34,0.43,1.29,33.9,4.23,3.97,0,0.18,0.02,0.05
New Marlborough,2010,4425559.91,3484376,0,161550,15825,48257,3710008,4012507,0,186036,18224,55571,4272338,93.92,0,4.35,0.43,1.3,35.4,4.27,4.01,0,0.19,0.02,0.06
New Marlborough,2011,4298779.96,3614349,0,163862,16278,50542,3845031,4034820,0,182925,18172,56422,4292338,94,0,4.26,0.42,1.31,36.1,4.29,4.03,0,0.18,0.02,0.06
New Marlborough,2012,4546423.94,3763747,0,167084,16912,51242,3998985,4116411,0,182740,18497,56043,4373691,94.12,0,4.18,0.42,1.28,38.6,4.37,4.12,0,0.18,0.02,0.06
New Marlborough,2013,4909724.89,3982368,0,175809,18526,50671,4227374,4292640,0,189507,19969,54619,4556735,94.2,0,4.16,0.44,1.2,44.4,4.56,4.29,0,0.19,0.02,0.05
New Marlborough,2014,5093527,4132130,0,170894,22914,46224,4372162,4382970,0,181268,24305,49030,4637573,94.51,0,3.91,0.52,1.06,47,4.64,4.38,0,0.18,0.02,0.05
New Marlborough,2015,5349066,4250422,0,180609,23615,46801,4501447,4503098,0,191346,25019,49583,4769045,94.42,0,4.01,0.52,1.04,51.2,4.77,4.5,0,0.19,0.03,0.05
New Marlborough,2016,5432005,4401641,0,187268,24518,45114,4658541,5263076,0,223918,29316,53943,5570254,94.49,0,4.02,0.53,0.97,76.6,5.57,5.26,0,0.22,0.03,0.05
New Marlborough,2017,5929088,4574127,0,188679,25397,46975,4835178,4685849,0,193287,26017,48122,4953276,94.6,0,3.9,0.53,0.97,57,4.95,4.69,0,0.19,0.03,0.05
New Marlborough,2018,6210643,4810067,0,202159,27064,52419,5091709,4810067,0,202159,27064,52419,5091709,94.47,0,3.97,0.53,1.03,61.4,5.09,4.81,0,0.2,0.03,0.05
New Salem,2003,1667076.51,883005,0,24105,2413,17683,927206,1205047,0,32896,3293,24132,1265369,95.23,0,2.6,0.26,1.91,0,1.27,1.21,0,0.03,0,0.02
New Salem,2004,1733792.65,1009459,0,25945,2702,30299,1068405,1341886,0,34489,3592,40277,1420243,94.48,0,2.43,0.25,2.84,12.2,1.42,1.34,0,0.03,0,0.04
New Salem,2005,1902245.49,1039924,0,26637,2530,24897,1093988,1337082,0,34249,3253,32011,1406595,95.06,0,2.43,0.23,2.28,11.2,1.41,1.34,0,0.03,0,0.03
New Salem,2006,1956117.58,1103154,0,19635,2573,18666,1144028,1374056,0,24457,3205,23250,1424967,96.43,0,1.72,0.22,1.63,12.6,1.42,1.37,0,0.02,0,0.02
New Salem,2007,2076300.16,1258994,0,21286,2855,19278,1302413,1524738,0,25779,3458,23347,1577322,96.67,0,1.63,0.22,1.48,24.7,1.58,1.52,0,0.03,0,0.02
New Salem,2008,2152599.81,1319822,0,27055,3435,22838,1373150,1539303,0,31554,4006,26636,1601499,96.12,0,1.97,0.25,1.66,26.6,1.6,1.54,0,0.03,0,0.03
New Salem,2009,2248407.21,1366572,3773,21506,5656,37356,1434863,1599518,4416,25172,6620,43724,1679450,95.24,0.26,1.5,0.39,2.6,32.7,1.68,1.6,0,0.03,0.01,0.04
New Salem,2010,2291050.38,1407391,3245,22827,5816,42454,1481733,1620711,3737,26287,6698,48889,1706321,94.98,0.22,1.54,0.39,2.87,34.8,1.71,1.62,0,0.03,0.01,0.05
New Salem,2011,2388988.75,1461744,3358,24014,6249,58500,1553865,1631794,3749,26808,6976,65306,1734632,94.07,0.22,1.55,0.4,3.76,37.1,1.73,1.63,0,0.03,0.01,0.07
New Salem,2012,2579857.9,1478923,3537,24373,6543,98504,1611880,1617498,3868,26657,7156,107734,1762913,91.75,0.22,1.51,0.41,6.11,39.3,1.76,1.62,0,0.03,0.01,0.11
New Salem,2013,2597028.29,1533577,4120,27658,14274,89922,1669551,1653060,4441,29813,15386,96928,1799628,91.86,0.25,1.66,0.85,5.39,42.2,1.8,1.65,0,0.03,0.02,0.1
New Salem,2014,2815496,1603149,4544,28662,14975,113833,1765163,1700468,4820,30402,15884,120743,1872317,90.82,0.26,1.62,0.85,6.45,48,1.87,1.7,0,0.03,0.02,0.12
New Salem,2015,2875673,1642812,4712,26188,15310,119171,1808193,1740473,4992,27745,16220,126255,1915685,90.85,0.26,1.45,0.85,6.59,51.4,1.92,1.74,0,0.03,0.02,0.13
New Salem,2016,3078323,1666162,4706,29928,17261,142233,1860290,1992243,5627,35785,20639,170069,2224363,89.56,0.25,1.61,0.93,7.65,75.8,2.22,1.99,0.01,0.04,0.02,0.17
New Salem,2017,3092359,1737487,5859,33325,16443,137625,1930739,1779925,6002,34139,16845,140986,1977897,89.99,0.3,1.73,0.85,7.13,56.3,1.98,1.78,0.01,0.03,0.02,0.14
New Salem,2018,3274088,1842711,6469,25357,16623,97619,1988779,1842711,6469,25357,16623,97619,1988779,92.66,0.33,1.28,0.84,4.91,57.2,1.99,1.84,0.01,0.03,0.02,0.1
Newbury,2003,12845229.97,8746622,0,280644,27069,129530,9183865,11936620,0,382998,36941,176771,12533330,95.24,0,3.06,0.29,1.41,0,12.53,11.94,0,0.38,0.04,0.18
Newbury,2004,12941008.25,9004997,0,283515,23333,120494,9432339,11970449,0,376880,31017,160174,12538520,95.47,0,3.01,0.25,1.28,0,12.54,11.97,0,0.38,0.03,0.16
Newbury,2005,13525120.37,9476279,0,286181,23092,107275,9892827,12184127,0,367957,29691,137929,12719704,95.79,0,2.89,0.23,1.08,1.5,12.72,12.18,0,0.37,0.03,0.14
Newbury,2006,14812745.96,10725183,0,314892,26104,115440,11181619,13358971,0,392220,32514,143789,13927494,95.92,0,2.82,0.23,1.03,11.1,13.93,13.36,0,0.39,0.03,0.14
Newbury,2007,15393150.21,11355585,0,338325,27893,112734,11834537,13752481,0,409737,33781,136529,14332528,95.95,0,2.86,0.24,0.95,14.4,14.33,13.75,0,0.41,0.03,0.14
Newbury,2008,17656621.78,11644675,0,347310,29668,125824,12147477,13581136,0,405066,34602,146748,14167552,95.86,0,2.86,0.24,1.04,13,14.17,13.58,0,0.41,0.03,0.15
Newbury,2009,16687406.96,11901382,0,362516,30228,151171,12445297,13930093,0,424311,35381,176940,14566724,95.63,0,2.91,0.24,1.21,16.2,14.57,13.93,0,0.42,0.04,0.18
Newbury,2010,17641831.41,12445180,0,378184,28948,166693,13019005,14331510,0,435506,33336,191959,14992311,95.59,0,2.9,0.22,1.28,19.6,14.99,14.33,0,0.44,0.03,0.19
Newbury,2011,17032259.66,12522419,0,393892,30510,172814,13119635,13979199,0,439715,34059,192918,14645891,95.45,0,3,0.23,1.32,16.9,14.65,13.98,0,0.44,0.03,0.19
Newbury,2012,18004073.76,12678391,0,409668,32821,199722,13320602,13866359,0,448054,35896,218436,14568745,95.18,0,3.08,0.25,1.5,16.2,14.57,13.87,0,0.45,0.04,0.22
Newbury,2013,18011343.45,13005529,0,416887,32281,202681,13657378,14018808,0,449367,34796,218472,14721443,95.23,0,3.05,0.24,1.48,17.5,14.72,14.02,0,0.45,0.03,0.22
Newbury,2014,18194959,13321521,0,411670,30364,205052,13968607,14130201,0,436660,32207,217500,14816568,95.37,0,2.95,0.22,1.47,18.2,14.82,14.13,0,0.44,0.03,0.22
Newbury,2015,18380390,13809934,0,414448,31552,194401,14450335,14630896,0,439086,33428,205958,15309367,95.57,0,2.87,0.22,1.35,22.1,15.31,14.63,0,0.44,0.03,0.21
Newbury,2016,19323291,14349927,0,420808,33614,197630,15001979,17158319,0,503163,40193,236308,17937983,95.65,0,2.81,0.22,1.32,43.1,17.94,17.16,0,0.5,0.04,0.24
Newbury,2017,20159649,14473397,0,417467,32807,199598,15123269,14826906,0,427664,33608,204473,15492651,95.7,0,2.76,0.22,1.32,23.6,15.49,14.83,0,0.43,0.03,0.2
Newbury,2018,20619140,15320567,0,448791,33759,232989,16036106,15320567,0,448791,33759,232989,16036106,95.54,0,2.8,0.21,1.45,27.9,16.04,15.32,0,0.45,0.03,0.23
Newburyport,2003,46224139.53,24316100,4999,2367067,1660228,453528,28801922,33184472,6822,3230365,2265733,618935,39306327,84.43,0.02,8.22,5.76,1.57,0,39.31,33.18,0.01,3.23,2.27,0.62
Newburyport,2004,51366073.52,25812201,5835,2515966,1760941,505231,30600174,34312464,7757,3344503,2340840,671610,40677173,84.35,0.02,8.22,5.75,1.65,3.5,40.68,34.31,0.01,3.34,2.34,0.67
Newburyport,2005,52699214.79,27881549,5156,2450821,1492514,417726,32247766,35848705,6629,3151143,1919000,537091,41462569,86.46,0.02,7.6,4.63,1.3,5.5,41.46,35.85,0.01,3.15,1.92,0.54
Newburyport,2006,56600213.38,29312640,5323,2441206,1507639,414333,33681141,36510958,6630,3040694,1877871,516081,41952233,87.03,0.02,7.25,4.48,1.23,6.7,41.95,36.51,0.01,3.04,1.88,0.52
Newburyport,2007,59700592.59,30932404,4859,2538781,1550234,392948,35419226,37461504,5885,3074658,1877452,475890,42895388,87.33,0.01,7.17,4.38,1.11,9.1,42.9,37.46,0.01,3.07,1.88,0.48
Newburyport,2008,60360480.35,31630324,3398,2785527,1821483,472448,36713180,36890316,3963,3248749,2124388,551014,42818430,86.16,0.01,7.59,4.96,1.29,8.9,42.82,36.89,0,3.25,2.12,0.55
Newburyport,2009,61063524.42,32597425,3666,2961034,1849486,596902,38008513,38153986,4291,3465772,2164750,698650,44487448,85.76,0.01,7.79,4.87,1.57,13.2,44.49,38.15,0,3.47,2.16,0.7
Newburyport,2010,60894966.78,33446659,3911,3231576,1934525,673933,39290604,38516208,4504,3721390,2227743,776082,45245926,85.13,0.01,8.22,4.92,1.72,15.1,45.25,38.52,0,3.72,2.23,0.78
Newburyport,2011,63968039.98,34700578,2744,3212179,1936975,722822,40575298,38737427,3063,3585864,2162311,806911,45295575,85.52,0.01,7.92,4.77,1.78,15.2,45.3,38.74,0,3.59,2.16,0.81
Newburyport,2012,66223196.11,35927774,2811,3371513,2045322,759582,42107002,39294213,3074,3687424,2236969,830755,46052436,85.32,0.01,8.01,4.86,1.8,17.2,46.05,39.29,0,3.69,2.24,0.83
Newburyport,2013,65799938.28,37078857,2817,3472036,2063416,737342,43354468,39967722,3036,3742547,2224180,794789,46732274,85.52,0.01,8.01,4.76,1.7,18.9,46.73,39.97,0,3.74,2.22,0.79
Newburyport,2014,72238302,40045477,2695,3692062,2217661,659907,46617802,42476428,2859,3916188,2352284,699966,49447724,85.9,0.01,7.92,4.76,1.42,25.8,49.45,42.48,0,3.92,2.35,0.7
Newburyport,2015,74565448,41682144,2785,3668268,2156318,622114,48131629,44160031,2951,3886336,2284505,659097,50992920,86.6,0.01,7.62,4.48,1.29,29.7,50.99,44.16,0,3.89,2.28,0.66
Newburyport,2016,77218904,43821528,2946,3764694,2176269,649661,50415098,52397741,3523,4501474,2602182,776805,60281724,86.92,0.01,7.47,4.32,1.29,53.4,60.28,52.4,0,4.5,2.6,0.78
Newburyport,2017,81616056,46092228,3145,3997560,2249157,682417,53024507,47218020,3222,4095199,2304092,699085,54319618,86.93,0.01,7.54,4.24,1.29,38.2,54.32,47.22,0,4.1,2.3,0.7
Newburyport,2018,84115515,47781367,3396,4042445,2303758,663951,54794917,47781367,3396,4042445,2303758,663951,54794917,87.2,0.01,7.38,4.2,1.21,39.4,54.79,47.78,0,4.04,2.3,0.66
Newton,2003,265985159.4,145785983,0,27843021,2648151,3893065,180170220,198955874,0,37997704,3613963,5312912,245880453,80.92,0,15.45,1.47,2.16,0,245.88,198.96,0,38,3.61,5.31
Newton,2004,276569321.8,154074872,0,26633994,2515954,4159905,187384725,204813546,0,35404883,3344487,5529811,249092727,82.22,0,14.21,1.34,2.22,1.3,249.09,204.81,0,35.4,3.34,5.53
Newton,2005,284263988.8,161600544,0,26515410,2572997,3500971,194189922,207777920,0,34092192,3308231,4501374,249679717,83.22,0,13.65,1.32,1.8,1.5,249.68,207.78,0,34.09,3.31,4.5
Newton,2006,296654581.5,168840600,0,26293350,2601812,3502280,201238042,210302860,0,32750219,3240740,4362336,250656156,83.9,0,13.07,1.29,1.74,1.9,250.66,210.3,0,32.75,3.24,4.36
Newton,2007,304305025.9,175221741,0,27193831,2635958,3452598,208504128,212206913,0,32933807,3192346,4181360,252514426,84.04,0,13.04,1.26,1.66,2.7,252.51,212.21,0,32.93,3.19,4.18
Newton,2008,325448862.6,179245608,0,29939010,2684235,3903572,215772425,209053413,0,34917744,3130612,4552720,251654488,83.07,0,13.88,1.24,1.81,2.3,251.65,209.05,0,34.92,3.13,4.55
Newton,2009,334466112.6,185846467,0,31211463,2772712,5065867,224896509,217525876,0,36531772,3245349,5929395,263232392,82.64,0,13.88,1.23,2.25,7.1,263.23,217.53,0,36.53,3.25,5.93
Newton,2010,350445656.6,191384572,0,33298008,2974046,5643658,233300284,220392953,0,38345026,3424826,6499074,268661878,82.03,0,14.27,1.27,2.42,9.3,268.66,220.39,0,38.35,3.42,6.5
Newton,2011,348955882,197438985,0,35164961,3064699,6039209,241707854,220407805,0,39255833,3421227,6741773,269826638,81.68,0,14.55,1.27,2.5,9.7,269.83,220.41,0,39.26,3.42,6.74
Newton,2012,361603797.4,204153075,0,36236017,3228846,7163902,250781840,223282256,0,39631338,3531389,7835161,274280145,81.41,0,14.45,1.29,2.86,11.6,274.28,223.28,0,39.63,3.53,7.84
Newton,2013,375735689.5,211944528,0,37209039,3310792,7710976,260175335,228457417,0,40108046,3568740,8311749,280445953,81.46,0,14.3,1.27,2.96,14.1,280.45,228.46,0,40.11,3.57,8.31
Newton,2014,403191034,226487606,0,40719366,3479935,8537368,279224275,240236480,0,43191225,3691184,9055627,296174515,81.11,0,14.58,1.25,3.06,20.5,296.17,240.24,0,43.19,3.69,9.06
Newton,2015,424280773,232151679,0,47047547,3772829,8917824,291889879,245952449,0,49844393,3997113,9447964,309241919,79.53,0,16.12,1.29,3.06,25.8,309.24,245.95,0,49.84,4,9.45
Newton,2016,443201234,246020153,0,46355316,3787524,9164827,305327820,294168207,0,55427411,4528772,10958455,365082844,80.58,0,15.18,1.24,3,48.5,365.08,294.17,0,55.43,4.53,10.96
Newton,2017,458243299,260802584,0,44936845,3721540,8545080,318006049,267172628,0,46034417,3812438,8753792,325773274,82.01,0,14.13,1.17,2.69,32.5,325.77,267.17,0,46.03,3.81,8.75
Newton,2018,477113088,273422446,0,45716284,3781601,8952142,331872473,273422446,0,45716284,3781601,8952142,331872473,82.39,0,13.78,1.14,2.7,35,331.87,273.42,0,45.72,3.78,8.95
Norfolk,2003,23487290.65,12980005,1785,391851,107051,130826,13611518,17713968,2436,534764,146094,178540,18575801,95.36,0.01,2.88,0.79,0.96,0,18.58,17.71,0,0.53,0.15,0.18
Norfolk,2004,24591704.4,13547503,1690,531113,126074,129554,14335934,18008856,2247,706015,167592,172218,19056926,94.5,0.01,3.7,0.88,0.9,2.6,19.06,18.01,0,0.71,0.17,0.17
Norfolk,2005,26582154.81,14632291,1933,561175,128981,166946,15491326,18813470,2485,721531,165837,214651,19917974,94.45,0.01,3.62,0.83,1.08,7.2,19.92,18.81,0,0.72,0.17,0.21
Norfolk,2006,28572400.03,16920601,6848,604886,154923,171436,17858694,21075800,8530,753428,192968,213536,22244261,94.75,0.04,3.39,0.87,0.96,19.7,22.24,21.08,0.01,0.75,0.19,0.21
Norfolk,2007,31862358.86,17886999,4460,636816,162928,183735,18874938,21662522,5401,771233,197318,222517,22858992,94.77,0.02,3.37,0.86,0.97,23.1,22.86,21.66,0.01,0.77,0.2,0.22
Norfolk,2008,31928288.31,18230153,4692,716085,164626,213546,19329102,21261752,5472,835167,192003,249058,22543452,94.31,0.02,3.7,0.85,1.1,21.4,22.54,21.26,0.01,0.84,0.19,0.25
Norfolk,2009,31826370.56,19091950,5092,793586,165828,303910,20360366,22346366,5960,928861,194095,355715,23830996,93.77,0.03,3.9,0.81,1.49,28.3,23.83,22.35,0.01,0.93,0.19,0.36
Norfolk,2010,32626042.13,19715615,5437,835181,171287,394400,21121920,22703934,6261,961770,197249,454180,24323394,93.34,0.03,3.95,0.81,1.87,30.9,24.32,22.7,0.01,0.96,0.2,0.45
Norfolk,2011,32666799.78,20335891,5835,925681,188854,417576,21873837,22701642,6514,1033369,210824,466154,24418503,92.97,0.03,4.23,0.86,1.91,31.5,24.42,22.7,0.01,1.03,0.21,0.47
Norfolk,2012,34396408.72,22294162,6364,1013625,210801,449771,23974723,24383129,6960,1108602,230553,491915,26221159,92.99,0.03,4.23,0.88,1.88,41.2,26.22,24.38,0.01,1.11,0.23,0.49
Norfolk,2013,37500447.95,23346123,7796,1033241,212462,459056,25058678,25165052,8403,1113742,229015,494822,27011034,93.17,0.03,4.12,0.85,1.83,45.4,27.01,25.17,0.01,1.11,0.23,0.49
Norfolk,2014,37051662,24191395,7946,1055228,215640,512403,25982612,25659928,8428,1119285,228730,543508,27559880,93.11,0.03,4.06,0.83,1.97,48.4,27.56,25.66,0.01,1.12,0.23,0.54
Norfolk,2015,37890903,25308462,8051,1114151,202454,527052,27160170,26812980,8530,1180384,214489,558384,28774766,93.18,0.03,4.1,0.75,1.94,54.9,28.77,26.81,0.01,1.18,0.21,0.56
Norfolk,2016,40497893,26656229,8243,1305767,270438,524467,28765144,31873060,9856,1561316,323365,627109,34394706,92.67,0.03,4.54,0.94,1.82,85.2,34.39,31.87,0.01,1.56,0.32,0.63
Norfolk,2017,42282097,27672063,9334,1361478,270827,558424,29872126,28347947,9562,1394732,277442,572063,30601746,92.64,0.03,4.56,0.91,1.87,64.7,30.6,28.35,0.01,1.39,0.28,0.57
Norfolk,2018,43618357,28592735,12164,1380898,329018,695182,31009997,28592735,12164,1380898,329018,695182,31009997,92.2,0.04,4.45,1.06,2.24,66.9,31.01,28.59,0.01,1.38,0.33,0.7
North Adams,2003,35815188.17,4791527,12030,2055665,639589,656569,8155380,6539054,16417,2805391,872855,896028,11129745,58.75,0.15,25.21,7.84,8.05,0,11.13,6.54,0.02,2.81,0.87,0.9
North Adams,2004,34955590.55,5024837,11307,2139277,614828,760260,8550509,6679575,15031,2843766,817298,1010623,11366293,58.77,0.13,25.02,7.19,8.89,2.1,11.37,6.68,0.02,2.84,0.82,1.01
North Adams,2005,36154947.2,5204345,10438,2230975,659187,751475,8856420,6691487,13421,2868476,847550,966209,11387143,58.76,0.12,25.19,7.44,8.49,2.3,11.39,6.69,0.01,2.87,0.85,0.97
North Adams,2006,39316877.13,5406095,10761,2364385,681782,736359,9199382,6733672,13404,2945008,849208,917187,11458478,58.77,0.12,25.7,7.41,8,3,11.46,6.73,0.01,2.95,0.85,0.92
North Adams,2007,39774044.15,5672106,0,2568753,731398,680305,9652562,6869354,0,3110956,885779,823901,11689990,58.76,0,26.61,7.58,7.05,5,11.69,6.87,0,3.11,0.89,0.82
North Adams,2008,40762533.16,6439137,0,2654806,748015,712443,10554401,7509939,0,3096289,872407,830919,12309554,61.01,0,25.15,7.09,6.75,10.6,12.31,7.51,0,3.1,0.87,0.83
North Adams,2009,40385718.36,6674574,0,2760581,748117,868877,11052149,7812323,0,3231150,875641,1016986,12936100,60.39,0,24.98,6.77,7.86,16.2,12.94,7.81,0,3.23,0.88,1.02
North Adams,2010,40330549.84,6992577,0,2958561,724256,926195,11601589,8052450,0,3406994,834032,1066579,13360055,60.27,0,25.5,6.24,7.98,20,13.36,8.05,0,3.41,0.83,1.07
North Adams,2011,41527662.87,7717133,0,3306662,798788,1031582,12854165,8614896,0,3691338,891714,1151590,14349538,60.04,0,25.72,6.21,8.03,28.9,14.35,8.61,0,3.69,0.89,1.15
North Adams,2012,40093739.8,8172331,0,3362345,819329,887147,13241152,8938080,0,3677397,896100,970273,14481850,61.72,0,25.39,6.19,6.7,30.1,14.48,8.94,0,3.68,0.9,0.97
North Adams,2013,41156019.12,8422559,0,3423227,810450,1030149,13686385,9078772,0,3689935,873593,1110409,14752710,61.54,0,25.01,5.92,7.53,32.6,14.75,9.08,0,3.69,0.87,1.11
North Adams,2014,40890354,8758833,0,3871077,848498,950599,14429007,9290536,0,4106070,900006,1008305,15304916,60.7,0,26.83,5.88,6.59,37.5,15.3,9.29,0,4.11,0.9,1.01
North Adams,2015,41193557,9192343,0,3994058,753671,1063857,15003929,9738802,0,4231494,798475,1127100,15895871,61.27,0,26.62,5.02,7.09,42.8,15.9,9.74,0,4.23,0.8,1.13
North Adams,2016,41775649,9456266,0,4191433,819619,1264739,15732057,11306931,0,5011729,980025,1512258,18810943,60.11,0,26.64,5.21,8.04,69,18.81,11.31,0,5.01,0.98,1.51
North Adams,2017,43083373,9716166,0,4348344,856821,1217895,16139226,9953481,0,4454551,877749,1247642,16533423,60.2,0,26.94,5.31,7.55,48.6,16.53,9.95,0,4.45,0.88,1.25
North Adams,2018,43503451,10276675,0,4431828,940070,1255958,16904531,10276675,0,4431828,940070,1255958,16904531,60.79,0,26.22,5.56,7.43,51.9,16.9,10.28,0,4.43,0.94,1.26
North Andover,2003,70761978.81,34961897,0,3088916,2511304,823030,41385147,47712919,0,4215481,3427207,1123199,56478805,84.48,0,7.46,6.07,1.99,0,56.48,47.71,0,4.22,3.43,1.12
North Andover,2004,74594184.77,38158222,0,3441456,2637449,804409,45041536,50724175,0,4574768,3505992,1069310,59874246,84.72,0,7.64,5.86,1.79,6,59.87,50.72,0,4.57,3.51,1.07
North Andover,2005,76621769.33,39603439,0,3019317,2216637,977316,45816709,50920127,0,3882087,2850041,1256584,58908839,86.44,0,6.59,4.84,2.13,4.3,58.91,50.92,0,3.88,2.85,1.26
North Andover,2006,81745554.6,41704830,0,3237622,2366656,1091294,48400402,51946303,0,4032686,2947837,1359284,60286110,86.17,0,6.69,4.89,2.25,6.7,60.29,51.95,0,4.03,2.95,1.36
North Andover,2007,81968146.81,42983411,0,3613257,2202311,984272,49783251,52056194,0,4375930,2667167,1192029,60291320,86.34,0,7.26,4.42,1.98,6.8,60.29,52.06,0,4.38,2.67,1.19
North Andover,2008,87933438.97,45618066,0,3910625,2302481,1129991,52961163,53204162,0,4560946,2685374,1317904,61768386,86.13,0,7.38,4.35,2.13,9.4,61.77,53.2,0,4.56,2.69,1.32
North Andover,2009,88950415.65,45993084,0,4683072,2732839,1665903,55074898,53833070,0,5481349,3198679,1949873,64462971,83.51,0,8.5,4.96,3.02,14.1,64.46,53.83,0,5.48,3.2,1.95
North Andover,2010,86904594.9,46758072,0,5068096,2976298,1912966,56715432,53845247,0,5836273,3427419,2202916,65311856,82.44,0,8.94,5.25,3.37,15.6,65.31,53.85,0,5.84,3.43,2.2
North Andover,2011,89712389.09,48179307,0,5274914,3018522,2101981,58574724,53784187,0,5888565,3369678,2346512,65388942,82.25,0,9.01,5.15,3.59,15.8,65.39,53.78,0,5.89,3.37,2.35
North Andover,2012,90488873.1,49921745,0,5342557,3036032,2326024,60626358,54599422,0,5843156,3320509,2543973,66307059,82.34,0,8.81,5.01,3.84,17.4,66.31,54.6,0,5.84,3.32,2.54
North Andover,2013,93421866.03,50943262,0,5242642,3043268,2205407,61434579,54912322,0,5651103,3280373,2377233,66221031,82.92,0,8.53,4.95,3.59,17.2,66.22,54.91,0,5.65,3.28,2.38
North Andover,2014,95749827,52634815,0,5383845,3024946,2398222,63441828,55829998,0,5710670,3208575,2543805,67293048,82.97,0,8.49,4.77,3.78,19.1,67.29,55.83,0,5.71,3.21,2.54
North Andover,2015,97679980,53898757,0,5637744,2999564,2495931,65031996,57102888,0,5972892,3177880,2644307,68897967,82.88,0,8.67,4.61,3.84,22,68.9,57.1,0,5.97,3.18,2.64
North Andover,2016,100287413,55619188,0,5997607,3020735,2473637,67111167,66504295,0,7171385,3611916,2957747,80245343,82.88,0,8.94,4.5,3.69,42.1,80.25,66.5,0,7.17,3.61,2.96
